Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA,week,year,game_id
1.0,6:17,2.0,14.0,CIN 21,7.0,0.0,Joe Burrow pass complete short left to Tyler Boyd for 6 yards (tackle by Geno Stone),-0.48,-0.36,2.0,2023,21
1.0,5:28,3.0,8.0,CIN 27,7.0,0.0,Joe Burrow pass incomplete deep right intended for Irv Smith (defended by Ar'Darius Washington),-0.36,-1.57,2.0,2023,21
1.0,5:22,4.0,8.0,CIN 27,7.0,0.0,"Brad Robbins punts 40 yards, fair catch by Devin Duvernay at BAL-33",-1.57,-1.14,2.0,2023,21
1.0,5:16,1.0,10.0,BAL 33,7.0,0.0,Lamar Jackson pass complete short right to Odell Beckham for 15 yards (tackle by Cam Taylor-Britt),1.14,2.13,2.0,2023,21
1.0,4:39,1.0,10.0,BAL 48,7.0,0.0,Justice Hill left end for 9 yards (tackle by Chidobe Awuzie),2.13,2.8,2.0,2023,21
1.0,4:13,2.0,1.0,CIN 43,7.0,0.0,Lamar Jackson pass complete short right to Rashod Bateman for 2 yards (tackle by Chidobe Awuzie),2.8,2.85,2.0,2023,21
1.0,3:38,1.0,10.0,CIN 41,7.0,0.0,Lamar Jackson pass incomplete deep middle intended for Nelson Agholor,2.85,2.31,2.0,2023,21
1.0,3:29,2.0,10.0,CIN 41,7.0,0.0,"Lamar Jackson pass complete short right to Devin Duvernay for 5 yards (tackle by Mike Hilton) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Lamar Jackson pass incomplete intended for Devin Duvernay (defended by Mike Hilton)",2.31,1.62,2.0,2023,21
1.0,3:27,3.0,10.0,CIN 41,7.0,0.0,Lamar Jackson pass incomplete deep right intended for Zay Flowers,1.62,0.53,2.0,2023,21
1.0,3:23,4.0,10.0,CIN 41,7.0,0.0,Justin Tucker 59 yard field goal no good,0.53,-2.19,2.0,2023,21
1.0,3:18,1.0,10.0,CIN 49,7.0,0.0,Joe Mixon left tackle for 1 yard (tackle by Travis Jones),2.19,1.78,2.0,2023,21
1.0,2:40,2.0,9.0,CIN 50,7.0,0.0,Joe Burrow pass complete short left to Ja'Marr Chase for no gain (tackle by Geno Stone and Patrick Queen),1.78,1.09,2.0,2023,21
1.0,1:56,3.0,9.0,CIN 50,7.0,0.0,Joe Burrow pass complete short right to Trayveon Williams for 1 yard (tackle by Patrick Queen),1.09,0.0,2.0,2023,21
1.0,1:19,4.0,8.0,BAL 49,7.0,0.0,"Brad Robbins punts 39 yards, fair catch by Devin Duvernay at BAL-10",0.0,0.38,2.0,2023,21
1.0,1:12,1.0,10.0,BAL 10,7.0,0.0,Gus Edwards right guard for 5 yards (tackle by Zachary Carter and Nick Scott),-0.38,-0.35,2.0,2023,21
1.0,0:40,2.0,5.0,BAL 15,7.0,0.0,Devin Duvernay right end for 2 yards (tackle by Sam Hubbard and Mike Hilton),-0.35,-0.6,2.0,2023,21
2.0,15:00,3.0,3.0,BAL 17,7.0,0.0,"Lamar Jackson sacked by B.J. Hill for no gain. Lamar Jackson fumbles (forced by B.J. Hill), recovered by Logan Wilson at BAL-17. Penalty on Zachary Carter: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-0.6,0.41,2.0,2023,21
2.0,14:54,1.0,10.0,BAL 22,7.0,0.0,Justice Hill right guard for -1 yards (tackle by Logan Wilson and Trey Hendrickson),0.41,-0.27,2.0,2023,21
2.0,14:15,2.0,11.0,BAL 21,7.0,0.0,Lamar Jackson up the middle for 6 yards (tackle by Mike Hilton),-0.27,-0.16,2.0,2023,21
2.0,13:37,3.0,5.0,BAL 27,7.0,0.0,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Daxton Hill),-0.16,-1.57,2.0,2023,21
2.0,13:31,4.0,5.0,BAL 27,7.0,6.0,"Jordan Stout punts 54 yards, returned by Charlie Jones for 81 yards, touchdown",-1.57,-7.0,2.0,2023,21
2.0,13:14,,,BAL 15,7.0,7.0,Evan McPherson kicks extra point good,0.0,0.0,2.0,2023,21
2.0,13:14,,,CIN 35,7.0,7.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
2.0,13:14,1.0,10.0,BAL 25,7.0,7.0,Lamar Jackson pass complete short middle to Nelson Agholor for 11 yards (tackle by Nick Scott),0.61,1.33,2.0,2023,21
2.0,12:50,1.0,10.0,BAL 36,7.0,7.0,Lamar Jackson pass incomplete short right intended for Devin Duvernay,1.33,0.79,2.0,2023,21
2.0,12:48,2.0,10.0,BAL 36,7.0,7.0,Lamar Jackson pass complete short left to Rashod Bateman for 9 yards (tackle by Daxton Hill),0.79,1.29,2.0,2023,21
2.0,12:22,3.0,1.0,BAL 45,7.0,7.0,Justice Hill right end for 2 yards (tackle by Germaine Pratt and Daxton Hill),1.29,2.06,2.0,2023,21
2.0,11:47,1.0,10.0,BAL 47,7.0,7.0,Justice Hill left tackle for 8 yards (tackle by Daxton Hill),2.06,2.6,2.0,2023,21
2.0,11:02,2.0,2.0,CIN 45,7.0,7.0,Lamar Jackson pass complete short right to Zay Flowers for 11 yards (tackle by Germaine Pratt),2.6,3.31,2.0,2023,21
2.0,10:40,1.0,10.0,CIN 34,7.0,7.0,Lamar Jackson pass complete short right to Rashod Bateman for 7 yards (tackle by Cam Taylor-Britt),3.31,3.72,2.0,2023,21
2.0,10:08,2.0,3.0,CIN 27,7.0,7.0,Lamar Jackson pass incomplete deep right intended for Odell Beckham,3.72,3.01,2.0,2023,21
2.0,10:02,3.0,3.0,CIN 27,7.0,7.0,Justice Hill left end for 1 yard (tackle by D.J. Reader),3.01,1.86,2.0,2023,21
2.0,9:19,4.0,2.0,CIN 26,10.0,7.0,Justin Tucker 44 yard field goal good,1.86,3.0,2.0,2023,21
2.0,9:15,,,BAL 35,10.0,7.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
2.0,9:15,1.0,10.0,CIN 25,10.0,7.0,Joe Burrow pass incomplete short left intended for Tyler Boyd (defended by Brent Urban),0.61,0.06,2.0,2023,21
2.0,9:11,2.0,10.0,CIN 25,10.0,7.0,"Joe Burrow pass incomplete intended for Ja'Marr Chase. Penalty on Brandon Stephens: Defensive Pass Interference, 17 yards (accepted) (no play)",0.06,1.73,2.0,2023,21
2.0,9:07,1.0,10.0,CIN 42,10.0,7.0,Joe Mixon left end for 14 yards (tackle by Brandon Stephens),1.73,2.65,2.0,2023,21
2.0,8:30,1.0,10.0,BAL 44,10.0,7.0,Chase Brown left guard for 2 yards (tackle by Michael Pierce),2.65,2.38,2.0,2023,21
2.0,7:55,2.0,8.0,BAL 42,10.0,7.0,Joe Burrow pass complete short left to Tee Higgins for 6 yards (tackle by Brandon Stephens and Patrick Queen),2.38,2.48,2.0,2023,21
2.0,7:10,3.0,2.0,BAL 36,10.0,7.0,Joe Burrow pass complete short right to Tee Higgins for 11 yards (tackle by Kyle Hamilton),2.48,3.91,2.0,2023,21
2.0,6:30,1.0,10.0,BAL 25,10.0,7.0,Joe Mixon left tackle for 5 yards (tackle by Travis Jones and Geno Stone),3.91,4.04,2.0,2023,21
2.0,5:48,2.0,5.0,BAL 20,10.0,7.0,Joe Mixon right guard for 4 yards (tackle by David Ojabo),4.04,4.06,2.0,2023,21
2.0,5:09,3.0,1.0,BAL 16,10.0,7.0,Joe Mixon up the middle for 2 yards (tackle by Jadeveon Clowney and Justin Madubuike),4.06,4.65,2.0,2023,21
2.0,4:29,1.0,10.0,BAL 14,10.0,7.0,Joe Burrow pass complete short right to Joe Mixon for 2 yards (tackle by Patrick Queen),4.65,4.33,2.0,2023,21
2.0,3:51,2.0,8.0,BAL 12,10.0,7.0,Joe Burrow pass complete short right to Trayveon Williams for 3 yards (tackle by Patrick Queen),4.33,4.05,2.0,2023,21
2.0,3:14,3.0,5.0,BAL 9,10.0,7.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Rock Ya-Sin),4.05,2.88,2.0,2023,21
2.0,3:05,4.0,5.0,BAL 9,10.0,10.0,Evan McPherson 27 yard field goal good,2.88,3.0,2.0,2023,21
2.0,3:01,,,CIN 35,10.0,10.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
2.0,3:01,1.0,10.0,BAL 25,10.0,10.0,Lamar Jackson pass complete short left to Justice Hill for 7 yards (tackle by Logan Wilson),0.61,1.01,2.0,2023,21
2.0,2:24,2.0,3.0,BAL 32,10.0,10.0,Lamar Jackson scrambles right end for 6 yards (tackle by Germaine Pratt),1.01,1.47,2.0,2023,21
2.0,2:00,1.0,10.0,BAL 38,10.0,10.0,Lamar Jackson scrambles right end for 3 yards (tackle by Cam Taylor-Britt),1.47,1.33,2.0,2023,21
2.0,1:33,2.0,7.0,BAL 41,10.0,10.0,Lamar Jackson pass complete short middle to Nelson Agholor for 10 yards (tackle by Daxton Hill),1.33,2.32,2.0,2023,21
2.0,1:10,1.0,10.0,CIN 49,10.0,10.0,Lamar Jackson pass complete short middle to Justice Hill for 8 yards (tackle by Logan Wilson and Nick Scott),2.32,2.86,2.0,2023,21
2.0,0:54,2.0,2.0,CIN 41,10.0,10.0,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by Logan Wilson and Nick Scott),2.86,3.25,2.0,2023,21
2.0,0:48,,,,,,Timeout #1 by Baltimore Ravens,,,2.0,2023,21
2.0,0:48,1.0,10.0,CIN 35,10.0,10.0,Lamar Jackson pass complete deep middle to Nelson Agholor for 17 yards (tackle by Daxton Hill),3.25,4.37,2.0,2023,21
2.0,0:30,,,,,,Timeout #2 by Baltimore Ravens,,,2.0,2023,21
2.0,0:30,1.0,10.0,CIN 18,10.0,10.0,"Lamar Jackson sacked by and Sam Hubbard for no gain and Trey Hendrickson for no gain. Penalty on Cam Taylor-Britt: Illegal Contact, 5 yards (accepted) (no play)",4.37,4.71,2.0,2023,21
2.0,0:30,1.0,10.0,CIN 13,10.0,10.0,"Lamar Jackson pass incomplete short middle intended for Mark Andrews. Penalty on John Simpson: Offensive Holding, 10 yards (accepted) (no play)",4.71,4.04,2.0,2023,21
2.0,0:23,1.0,20.0,CIN 23,10.0,10.0,"Lamar Jackson scrambles up the middle for 1 yard (tackle by Daxton Hill and Germaine Pratt). Penalty on Sam Mustipher: Offensive Holding, 10 yards (accepted)",4.04,3.45,2.0,2023,21
2.0,0:15,,,,,,Timeout #1 by Cincinnati Bengals,,,2.0,2023,21
2.0,0:15,1.0,30.0,CIN 32,10.0,10.0,Lamar Jackson pass incomplete short middle intended for Mark Andrews,3.45,1.52,2.0,2023,21
2.0,0:13,2.0,30.0,CIN 32,10.0,10.0,Lamar Jackson pass incomplete short right intended for Mark Andrews,1.52,0.89,2.0,2023,21
2.0,0:11,3.0,30.0,CIN 32,10.0,10.0,Lamar Jackson up the middle for 10 yards (tackle by Germaine Pratt),0.89,1.99,2.0,2023,21
2.0,0:05,,,,,,Timeout #3 by Baltimore Ravens,,,2.0,2023,21
2.0,0:05,,,,,,Timeout #2 by Cincinnati Bengals,,,2.0,2023,21
2.0,0:05,4.0,19.0,CIN 22,13.0,10.0,Justin Tucker 40 yard field goal good,1.99,3.0,2.0,2023,21
3.0,15:00,,,BAL 35,13.0,10.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
3.0,15:00,1.0,10.0,CIN 25,13.0,10.0,Joe Burrow scrambles left end for 5 yards (tackle by Jadeveon Clowney),0.61,0.74,2.0,2023,21
3.0,14:22,2.0,5.0,CIN 30,13.0,10.0,Joe Mixon up the middle for 7 yards (tackle by Geno Stone and Brandon Stephens),0.74,1.4,2.0,2023,21
3.0,13:42,1.0,10.0,CIN 37,13.0,10.0,Joe Burrow pass complete short right to Joe Mixon for 32 yards (tackle by Ronald Darby),1.4,3.51,2.0,2023,21
3.0,13:25,1.0,10.0,BAL 31,13.0,10.0,"Joe Burrow pass complete short right to Drew Sample for -2 yards. Penalty on Ted Karras: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.51,3.18,2.0,2023,21
3.0,13:15,1.0,15.0,BAL 36,13.0,10.0,Joe Burrow pass complete short left to Tee Higgins for 11 yards (tackle by Roquan Smith),3.18,3.78,2.0,2023,21
3.0,12:28,2.0,4.0,BAL 25,13.0,10.0,Joe Burrow pass complete short left to Joe Mixon for 2 yards (tackle by Geno Stone),3.78,3.34,2.0,2023,21
3.0,12:10,,,,,,Timeout #1 by Cincinnati Bengals,,,2.0,2023,21
3.0,12:10,3.0,2.0,BAL 23,13.0,10.0,Joe Burrow pass complete short right to Irv Smith for 4 yards (tackle by Geno Stone),3.34,4.31,2.0,2023,21
3.0,11:27,1.0,10.0,BAL 19,13.0,10.0,Joe Mixon up the middle for 2 yards (tackle by Patrick Queen),4.31,4.03,2.0,2023,21
3.0,10:43,2.0,8.0,BAL 17,13.0,10.0,Joe Burrow pass short middle intended for Tee Higgins is intercepted by Geno Stone at BAL-2 and returned for 36 yards (tackle by Joe Burrow),4.03,-1.47,2.0,2023,21
3.0,10:39,1.0,10.0,BAL 38,13.0,10.0,Lamar Jackson pass complete deep left to Zay Flowers for 52 yards (tackle by Cam Taylor-Britt),1.47,4.91,2.0,2023,21
3.0,9:54,1.0,10.0,CIN 10,13.0,10.0,Zay Flowers left end for 6 yards (tackle by Nick Scott),4.91,5.34,2.0,2023,21
3.0,9:22,2.0,4.0,CIN 4,13.0,10.0,Lamar Jackson pass complete short left to Zay Flowers for 1 yard (tackle by Nick Scott and Sam Hubbard),5.34,4.72,2.0,2023,21
3.0,8:44,3.0,3.0,CIN 3,19.0,10.0,"Lamar Jackson pass complete short right to Mark Andrews for 3 yards, touchdown",4.72,7.0,2.0,2023,21
3.0,8:39,,,CIN 15,20.0,10.0,Justin Tucker kicks extra point good,0.0,0.0,2.0,2023,21
3.0,8:39,,,BAL 35,20.0,10.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
3.0,8:39,1.0,10.0,CIN 25,20.0,10.0,Joe Burrow pass complete short right to Joe Mixon for no gain (tackle by Malik Harrison),0.61,0.06,2.0,2023,21
3.0,8:04,2.0,10.0,CIN 25,20.0,10.0,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Geno Stone and Roquan Smith),0.06,0.3,2.0,2023,21
3.0,7:29,3.0,3.0,CIN 32,20.0,10.0,Joe Burrow pass complete short right to Ja'Marr Chase for 13 yards,0.3,1.93,2.0,2023,21
3.0,6:58,1.0,10.0,CIN 45,20.0,10.0,Joe Mixon up the middle for 4 yards (tackle by Justin Madubuike and Travis Jones),1.93,1.92,2.0,2023,21
3.0,6:22,2.0,6.0,CIN 49,20.0,10.0,Joe Mixon right guard for 2 yards (tackle by David Ojabo),1.92,1.49,2.0,2023,21
3.0,5:40,3.0,4.0,BAL 49,20.0,10.0,Joe Burrow pass complete short middle to Tyler Boyd for 12 yards (tackle by Geno Stone),1.49,3.12,2.0,2023,21
3.0,5:12,1.0,10.0,BAL 37,20.0,10.0,Joe Burrow pass complete short middle to Tee Higgins for 18 yards (tackle by Patrick Queen and Brandon Stephens),3.12,4.31,2.0,2023,21
3.0,4:36,1.0,10.0,BAL 19,20.0,10.0,Joe Burrow pass incomplete deep left intended for Tee Higgins,4.31,3.75,2.0,2023,21
3.0,4:29,2.0,10.0,BAL 19,20.0,10.0,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Ar'Darius Washington),3.75,4.19,2.0,2023,21
3.0,3:47,3.0,3.0,BAL 12,20.0,10.0,"Joe Burrow pass complete short right to Ja'Marr Chase for 4 yards (tackle by Kyle Hamilton). Penalty on Justin Madubuike: Roughing the Passer, 4 yards (accepted)",4.19,6.28,2.0,2023,21
3.0,3:25,1.0,4.0,BAL 4,20.0,10.0,Joe Mixon up the middle for 1 yard (tackle by Jadeveon Clowney and Michael Pierce),6.28,5.53,2.0,2023,21
3.0,2:44,2.0,3.0,BAL 3,20.0,10.0,Joe Burrow pass incomplete short left intended for Tyler Boyd,5.53,4.72,2.0,2023,21
3.0,2:38,3.0,3.0,BAL 3,20.0,16.0,"Joe Burrow pass complete short left to Tee Higgins for 3 yards, touchdown",4.72,7.0,2.0,2023,21
3.0,2:34,,,BAL 15,20.0,17.0,Evan McPherson kicks extra point good,0.0,0.0,2.0,2023,21
3.0,2:34,,,CIN 35,20.0,17.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
3.0,2:34,1.0,10.0,BAL 25,20.0,17.0,Gus Edwards left tackle for 20 yards (tackle by Daxton Hill),0.61,1.93,2.0,2023,21
3.0,2:00,1.0,10.0,BAL 45,20.0,17.0,Gus Edwards left end for 3 yards (tackle by Nick Scott),1.93,1.79,2.0,2023,21
3.0,1:20,2.0,7.0,BAL 48,20.0,17.0,Lamar Jackson scrambles up the middle for 8 yards (tackle by B.J. Hill),1.79,2.65,2.0,2023,21
3.0,0:49,1.0,10.0,CIN 44,20.0,17.0,"Lamar Jackson scrambles up the middle for no gain. Penalty on Kevin Zeitler: Offensive Holding, 10 yards (accepted) (no play)",2.65,1.99,2.0,2023,21
3.0,0:23,1.0,20.0,BAL 46,20.0,17.0,Lamar Jackson pass complete short left to Justice Hill for -3 yards (tackle by Zachary Carter),1.99,0.35,2.0,2023,21
4.0,15:00,2.0,23.0,BAL 43,20.0,17.0,Lamar Jackson pass complete short middle to Mark Andrews for 20 yards (tackle by Daxton Hill and Logan Wilson),0.35,2.35,2.0,2023,21
4.0,14:49,3.0,3.0,CIN 37,20.0,17.0,Gus Edwards up the middle for 4 yards (tackle by Logan Wilson and Jordan Battle),2.35,3.38,2.0,2023,21
4.0,14:07,1.0,10.0,CIN 33,20.0,17.0,Lamar Jackson pass incomplete deep right intended for Devin Duvernay (defended by Chidobe Awuzie),3.38,2.84,2.0,2023,21
4.0,14:00,,,,,,Timeout #1 by Baltimore Ravens,,,2.0,2023,21
4.0,14:00,2.0,10.0,CIN 33,20.0,17.0,Lamar Jackson pass complete short middle to Nelson Agholor for 8 yards (tackle by Mike Hilton),2.84,3.2,2.0,2023,21
4.0,13:37,3.0,2.0,CIN 25,20.0,17.0,Gus Edwards left guard for 3 yards (tackle by Mike Hilton),3.2,4.11,2.0,2023,21
4.0,13:00,1.0,10.0,CIN 22,20.0,17.0,Lamar Jackson scrambles up the middle for 4 yards (tackle by Sam Hubbard),4.11,4.13,2.0,2023,21
4.0,12:20,2.0,6.0,CIN 18,20.0,17.0,Lamar Jackson right guard for 1 yard (tackle by Germaine Pratt),4.13,3.56,2.0,2023,21
4.0,11:42,3.0,5.0,CIN 17,26.0,17.0,"Lamar Jackson pass complete deep right to Nelson Agholor for 17 yards, touchdown",3.56,7.0,2.0,2023,21
4.0,11:38,,,CIN 15,27.0,17.0,Justin Tucker kicks extra point good,0.0,0.0,2.0,2023,21
4.0,11:38,,,BAL 35,27.0,17.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
4.0,11:38,1.0,10.0,CIN 25,27.0,17.0,Joe Mixon up the middle for 5 yards (tackle by Patrick Queen),0.61,0.74,2.0,2023,21
4.0,11:07,2.0,5.0,CIN 30,27.0,17.0,Joe Burrow sacked by Jadeveon Clowney for -6 yards,0.74,-0.76,2.0,2023,21
4.0,10:29,3.0,11.0,CIN 24,27.0,17.0,Joe Burrow pass complete short right to Irv Smith for 6 yards (tackle by Kyle Hamilton),-0.76,-1.37,2.0,2023,21
4.0,9:50,4.0,5.0,CIN 30,27.0,17.0,"Brad Robbins punts 41 yards, returned by Devin Duvernay for 2 yards (tackle by Joe Bachie and Tycen Anderson)",-1.37,-1.0,2.0,2023,21
4.0,9:36,1.0,10.0,BAL 31,27.0,17.0,"Penalty on John Simpson: False Start, 5 yards (accepted) (no play)",1.0,0.67,2.0,2023,21
4.0,9:36,1.0,15.0,BAL 26,27.0,17.0,Justice Hill right tackle for 2 yards (tackle by Sam Hubbard and Josh Tupou),0.67,0.06,2.0,2023,21
4.0,8:55,2.0,13.0,BAL 28,27.0,17.0,Lamar Jackson pass complete short left to Zay Flowers for -2 yards (tackle by Akeem Davis-Gaither),0.06,-0.89,2.0,2023,21
4.0,8:14,3.0,15.0,BAL 26,27.0,17.0,Justice Hill left tackle for 11 yards (tackle by Germaine Pratt). Penalty on Rashod Bateman: Personal Foul / Offense (declined),-0.89,-0.91,2.0,2023,21
4.0,7:48,4.0,4.0,BAL 37,27.0,17.0,"Jordan Stout punts 63 yards, touchback.",-0.91,-0.28,2.0,2023,21
4.0,7:40,1.0,10.0,CIN 20,27.0,17.0,Joe Burrow pass incomplete short left intended for Joe Mixon,0.28,-0.27,2.0,2023,21
4.0,7:36,2.0,10.0,CIN 20,27.0,17.0,Joe Burrow pass complete short left to Tyler Boyd for 13 yards (tackle by Geno Stone and Ar'Darius Washington),-0.27,1.14,2.0,2023,21
4.0,7:00,1.0,10.0,CIN 33,27.0,17.0,Joe Burrow pass incomplete short right,1.14,0.59,2.0,2023,21
4.0,6:56,2.0,10.0,CIN 33,27.0,17.0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,0.59,-0.1,2.0,2023,21
4.0,6:52,3.0,10.0,CIN 33,27.0,17.0,Joe Burrow pass complete short right to Tee Higgins for 16 yards (tackle by Ar'Darius Washington),-0.1,2.19,2.0,2023,21
4.0,6:31,1.0,10.0,CIN 49,27.0,17.0,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Ronald Darby),2.19,1.65,2.0,2023,21
4.0,6:27,2.0,10.0,CIN 49,27.0,17.0,Joe Burrow pass complete short left to Tyler Boyd for 6 yards (tackle by Tavius Robinson),1.65,1.75,2.0,2023,21
4.0,5:46,3.0,4.0,BAL 45,27.0,17.0,Joe Burrow pass incomplete deep middle intended for Tee Higgins (defended by Jadeveon Clowney),1.75,0.27,2.0,2023,21
4.0,5:39,4.0,4.0,BAL 45,27.0,17.0,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Ar'Darius Washington),0.27,3.18,2.0,2023,21
4.0,5:15,1.0,10.0,BAL 36,27.0,17.0,Joe Burrow pass complete short middle to Tee Higgins for 20 yards (tackle by Roquan Smith),3.18,4.51,2.0,2023,21
4.0,4:45,1.0,10.0,BAL 16,27.0,17.0,Joe Mixon up the middle for 9 yards (tackle by Travis Jones and Kyle Hamilton),4.51,5.54,2.0,2023,21
4.0,4:08,2.0,1.0,BAL 7,27.0,17.0,Joe Burrow pass incomplete short left intended for Irv Smith,5.54,4.85,2.0,2023,21
4.0,4:02,3.0,1.0,BAL 7,27.0,17.0,Joe Mixon right tackle for 3 yards (tackle by Roquan Smith and Ronald Darby),4.85,6.28,2.0,2023,21
4.0,3:44,1.0,4.0,BAL 4,27.0,17.0,Joe Burrow pass incomplete short right,6.28,5.34,2.0,2023,21
4.0,3:35,2.0,4.0,BAL 4,27.0,17.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,5.34,4.49,2.0,2023,21
4.0,3:32,3.0,4.0,BAL 4,27.0,23.0,"Joe Burrow pass complete short right to Tee Higgins for 4 yards, touchdown",4.49,7.0,2.0,2023,21
4.0,3:28,,,BAL 15,27.0,24.0,Evan McPherson kicks extra point good,0.0,0.0,2.0,2023,21
4.0,3:28,,,CIN 35,27.0,24.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,21
4.0,3:28,1.0,10.0,BAL 25,27.0,24.0,Gus Edwards left guard for 2 yards (tackle by B.J. Hill and Daxton Hill),0.61,0.33,2.0,2023,21
4.0,2:48,2.0,8.0,BAL 27,27.0,24.0,Devin Duvernay right end for 5 yards (tackle by Chidobe Awuzie),0.33,0.3,2.0,2023,21
4.0,2:35,,,,,,Timeout #2 by Cincinnati Bengals,,,2.0,2023,21
4.0,2:35,3.0,3.0,BAL 32,27.0,24.0,Lamar Jackson right end for 12 yards (tackle by Akeem Davis-Gaither),0.3,1.86,2.0,2023,21
4.0,2:25,,,,,,Timeout #3 by Cincinnati Bengals,,,2.0,2023,21
4.0,2:25,1.0,10.0,BAL 44,27.0,24.0,Lamar Jackson left end for 1 yard (tackle by Daxton Hill),1.86,1.45,2.0,2023,21
4.0,2:00,2.0,9.0,BAL 45,27.0,24.0,Devin Duvernay right end for 8 yards (tackle by Daxton Hill),1.45,1.82,2.0,2023,21
4.0,1:15,3.0,1.0,CIN 47,27.0,24.0,Gus Edwards up the middle for 5 yards (tackle by B.J. Hill),1.82,2.79,2.0,2023,21
