Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Herbert,LAC,0,0,0,0,0,2.0,2023,25
Joshua Kelley,LAC,1,0,0,0,0,2.0,2023,25
Derius Davis,LAC,0,0,0,0,0,2.0,2023,25
Elijah Dotson,LAC,2,2,13,0,7,2.0,2023,25
Mike Williams,LAC,13,8,83,0,20,2.0,2023,25
Isaiah Spiller,LAC,0,0,0,0,0,2.0,2023,25
Keenan Allen,LAC,10,8,111,2,42,2.0,2023,25
Gerald Everett,LAC,3,3,47,0,29,2.0,2023,25
Stone Smartt,LAC,1,1,24,0,24,2.0,2023,25
Josh Palmer,LAC,5,3,13,0,6,2.0,2023,25
Quentin Johnston,LAC,2,1,7,0,7,2.0,2023,25
Donald Parham,LAC,2,1,7,0,7,2.0,2023,25
Ryan Tannehill,TEN,0,0,0,0,0,2.0,2023,25
Derrick Henry,TEN,4,3,15,0,9,2.0,2023,25
Tyjae Spears,TEN,2,2,6,0,4,2.0,2023,25
Treylon Burks,TEN,4,3,76,0,70,2.0,2023,25
Chris Moore,TEN,1,1,49,0,49,2.0,2023,25
DeAndre Hopkins,TEN,5,4,40,0,14,2.0,2023,25
Chigoziem Okonkwo,TEN,4,4,35,0,20,2.0,2023,25
Nick Westbrook-Ikhine,TEN,3,3,25,1,14,2.0,2023,25
Trevon Wesco,TEN,1,0,0,0,0,2.0,2023,25
