#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,8:25,LAR 25,11,6:31,50,Field Goal,1,Rams,2.0,2023,27
2,2,13:32,LAR 40,8,3:43,60,Touchdown,1,Rams,2.0,2023,27
3,2,7:02,LAR 12,13,5:17,88,Touchdown,1,Rams,2.0,2023,27
4,3,15:00,LAR 21,7,4:58,25,Punt,1,Rams,2.0,2023,27
5,3,8:45,LAR 28,7,4:35,41,Interception,1,Rams,2.0,2023,27
6,3,1:21,LAR 25,3,1:01,-10,Punt,1,Rams,2.0,2023,27
7,4,11:28,LAR 25,14,4:15,45,Field Goal,1,Rams,2.0,2023,27
8,4,5:29,LAR 20,3,0:41,5,Interception,1,Rams,2.0,2023,27
9,4,2:59,LAR 30,4,0:36,8,Downs,1,Rams,2.0,2023,27
10,4,1:34,LAR 30,11,1:34,50,Field Goal,1,Rams,2.0,2023,27
