Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Patrick Mahomes,KAN,7,30,0,14,2.0,2023,24
Isiah Pacheco,KAN,12,70,0,31,2.0,2023,24
Kadarius Toney,KAN,1,3,0,3,2.0,2023,24
Skyy Moore,KAN,0,0,0,0,2.0,2023,24
Justin Watson,KAN,0,0,0,0,2.0,2023,24
Noah Gray,KAN,0,0,0,0,2.0,2023,24
Travis Kelce,KAN,0,0,0,0,2.0,2023,24
Rashee Rice,KAN,0,0,0,0,2.0,2023,24
Clyde Edwards-Helaire,KAN,1,0,0,0,2.0,2023,24
Marquez Valdes-Scantling,KAN,0,0,0,0,2.0,2023,24
Richie James,KAN,0,0,0,0,2.0,2023,24
Donovan Smith,KAN,0,0,0,0,2.0,2023,24
Jerick McKinnon,KAN,1,-2,0,-2,2.0,2023,24
Trevor Lawrence,JAX,5,26,0,18,2.0,2023,24
Christian Kirk,JAX,0,0,0,0,2.0,2023,24
Travis Etienne,JAX,12,40,0,9,2.0,2023,24
D'Ernest Johnson,JAX,1,8,0,8,2.0,2023,24
Evan Engram,JAX,0,0,0,0,2.0,2023,24
Calvin Ridley,JAX,0,0,0,0,2.0,2023,24
Jamal Agnew,JAX,0,0,0,0,2.0,2023,24
Zay Jones,JAX,0,0,0,0,2.0,2023,24
