Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Sam Howell,WAS,0,0,0,0,0,2.0,2023,29
Brian Robinson Jr.,WAS,3,2,42,0,21,2.0,2023,29
Curtis Samuel,WAS,3,3,19,0,14,2.0,2023,29
Antonio Gibson,WAS,3,3,44,0,36,2.0,2023,29
Terry McLaurin,WAS,6,5,54,1,30,2.0,2023,29
John Bates,WAS,5,3,46,0,35,2.0,2023,29
Dyami Brown,WAS,3,3,25,0,9,2.0,2023,29
Jahan Dotson,WAS,5,3,22,0,18,2.0,2023,29
Logan Thomas,WAS,3,2,22,1,18,2.0,2023,29
Cole Turner,WAS,2,2,21,0,12,2.0,2023,29
Byron Pringle,WAS,1,1,4,0,4,2.0,2023,29
Russell Wilson,DEN,0,0,0,0,0,2.0,2023,29
Javonte Williams,DEN,3,2,14,0,9,2.0,2023,29
Marvin Mims,DEN,2,2,113,1,60,2.0,2023,29
Jaleel McLaughlin,DEN,0,0,0,0,0,2.0,2023,29
Samaje Perine,DEN,4,3,20,0,9,2.0,2023,29
Michael Burton,DEN,0,0,0,0,0,2.0,2023,29
Brandon Johnson,DEN,3,2,66,2,50,2.0,2023,29
Courtland Sutton,DEN,7,5,66,0,21,2.0,2023,29
Jerry Jeudy,DEN,5,3,25,0,11,2.0,2023,29
Lil'Jordan Humphrey,DEN,2,1,4,0,4,2.0,2023,29
Adam Trautman,DEN,1,0,0,0,0,2.0,2023,29
