Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Colts,11.0,14.21,9.84,5.37,0.0,-7.88,-10.07,2.9,4.05,4.04,-3.55,3.05,2.21,-0.46,2.79,2.0,2023,22
Texans,-11.0,7.88,10.07,-2.9,-4.05,-14.21,-9.84,-5.37,0.0,-4.04,-3.05,3.55,0.46,-2.21,-2.79,2.0,2023,22
