Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Gardner Minshew II,IND,2,3,0,2,2.0,2023,22
Anthony Richardson,IND,3,35,2,18,2.0,2023,22
Zack Moss,IND,18,88,1,11,2.0,2023,22
Michael Pittman Jr.,IND,0,0,0,0,2.0,2023,22
Will Mallory,IND,0,0,0,0,2.0,2023,22
Josh Downs,IND,0,0,0,0,2.0,2023,22
Alec Pierce,IND,0,0,0,0,2.0,2023,22
Kylen Granson,IND,0,0,0,0,2.0,2023,22
Mo Alie-Cox,IND,0,0,0,0,2.0,2023,22
Isaiah McKenzie,IND,0,0,0,0,2.0,2023,22
C.J. Stroud,HOU,3,1,0,2,2.0,2023,22
Dameon Pierce,HOU,15,31,0,10,2.0,2023,22
Devin Singletary,HOU,4,14,0,5,2.0,2023,22
Dare Ogunbowale,HOU,2,4,0,2,2.0,2023,22
Andrew Beck,HOU,2,2,0,2,2.0,2023,22
Nico Collins,HOU,0,0,0,0,2.0,2023,22
Robert Woods,HOU,0,0,0,0,2.0,2023,22
Tank Dell,HOU,0,0,0,0,2.0,2023,22
Dalton Schultz,HOU,0,0,0,0,2.0,2023,22
Brevin Jordan,HOU,0,0,0,0,2.0,2023,22
John Metchie,HOU,0,0,0,0,2.0,2023,22
Xavier Hutchinson,HOU,0,0,0,0,2.0,2023,22
