#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,GNB 25,3,1:06,37,Punt,0,Packers,2.0,2023,18
2,1,12:30,GNB 40,3,1:57,-12,Punt,0,Packers,2.0,2023,18
3,1,3:50,GNB 16,11,5:17,84,Touchdown,0,Packers,2.0,2023,18
4,2,8:51,GNB 41,10,5:45,44,Field Goal,0,Packers,2.0,2023,18
5,2,0:12,GNB 25,1,0:12,-1,End of Half,0,Packers,2.0,2023,18
6,3,14:29,GNB 35,6,3:58,65,Touchdown,0,Packers,2.0,2023,18
7,3,3:07,GNB 22,4,2:11,78,Touchdown,0,Packers,2.0,2023,18
8,4,11:48,GNB 25,3,0:57,2,Punt,0,Packers,2.0,2023,18
9,4,8:10,GNB 25,3,2:03,5,Punt,0,Packers,2.0,2023,18
10,4,0:57,GNB 25,4,0:19,0,Downs,0,Packers,2.0,2023,18
