#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,PHI 25,9,5:12,69,Field Goal,1,Eagles,2.0,2023,17
2,1,8:08,PHI 10,3,1:59,4,Punt,1,Eagles,2.0,2023,17
3,1,6:09,PHI 27,6,3:11,17,Interception,1,Eagles,2.0,2023,17
4,1,2:50,MIN 39,4,2:08,2,Missed FG,1,Eagles,2.0,2023,17
5,2,10:39,PHI 25,16,7:55,75,Touchdown,1,Eagles,2.0,2023,17
6,2,0:34,PHI 20,6,0:34,37,Field Goal,1,Eagles,2.0,2023,17
7,3,14:26,MIN 7,2,0:33,7,Touchdown,1,Eagles,2.0,2023,17
8,3,12:29,PHI 31,3,1:35,69,Touchdown,1,Eagles,2.0,2023,17
9,3,9:09,PHI 25,3,2:50,1,Punt,1,Eagles,2.0,2023,17
10,3,5:19,PHI 7,15,9:00,44,Punt,1,Eagles,2.0,2023,17
11,4,7:41,PHI 25,8,3:28,75,Touchdown,1,Eagles,2.0,2023,17
12,4,1:10,MIN 49,3,1:03,0,Punt,1,Eagles,2.0,2023,17
