0,1,week,year,game_id
Won Toss,Texans (deferred),2.0,2023,22
Roof,retractable roof (closed),2.0,2023,22
Surface,astroturf,2.0,2023,22
Duration,3:02,2.0,2023,22
Attendance,71159,2.0,2023,22
Vegas Line,Houston Texans -1.0,2.0,2023,22
Over/Under,40.0 (over),2.0,2023,22
