Quarter,Time,Tm,Detail,CHI,TAM,week,year,game_id
1.0,9:03,Buccaneers,Chase McLaughlin 26 yard field goal,0,3,2.0,2023,20
,6:17,Bears,Justin Fields 1 yard rush (Cairo Santos kick),7,3,2.0,2023,20
2.0,10:53,Buccaneers,Rachaad White 4 yard rush (Chase McLaughlin kick),7,10,2.0,2023,20
,1:55,Bears,Cairo Santos 52 yard field goal,10,10,2.0,2023,20
,0:00,Buccaneers,Chase McLaughlin 25 yard field goal,10,13,2.0,2023,20
3.0,4:06,Buccaneers,Mike Evans 32 yard pass from Baker Mayfield (Chase McLaughlin kick),10,20,2.0,2023,20
4.0,6:17,Bears,Chase Claypool 20 yard pass from Justin Fields (Cairo Santos kick),17,20,2.0,2023,20
,2:03,Buccaneers,Shaquil Barrett 4 yard interception return (Chase McLaughlin kick),17,27,2.0,2023,20
