Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Panthers,-4.0,-6.94,-9.41,3.23,-5.06,-3.81,-2.13,-0.91,3.02,6.1,-4.76,3.05,3.35,-0.14,4.6,2.0,2023,31
Saints,4.0,3.81,2.13,0.91,-3.02,6.94,9.41,-3.23,5.06,-6.1,-3.05,4.76,0.14,-3.35,-4.6,2.0,2023,31
