Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Brian Robinson Jr.,WAS,18,87,2,8.0,20,1.1,67,3.7,3,6.0,2.0,2023,29
Antonio Gibson,WAS,2,9,0,1.0,0,0.0,9,4.5,0,,2.0,2023,29
Sam Howell,WAS,2,13,0,1.0,3,1.5,10,5.0,0,,2.0,2023,29
Curtis Samuel,WAS,1,13,0,1.0,0,0.0,13,13.0,0,,2.0,2023,29
Javonte Williams,DEN,12,44,0,2.0,16,1.3,28,2.3,2,6.0,2.0,2023,29
Russell Wilson,DEN,6,56,0,6.0,55,9.2,1,0.2,0,,2.0,2023,29
Marvin Mims,DEN,2,10,0,0.0,3,1.5,7,3.5,0,,2.0,2023,29
Michael Burton,DEN,1,3,0,1.0,0,0.0,3,3.0,0,,2.0,2023,29
Jaleel McLaughlin,DEN,1,5,1,1.0,5,5.0,0,0.0,0,,2.0,2023,29
Samaje Perine,DEN,1,4,0,,0,0.0,4,4.0,0,,2.0,2023,29
