Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Browns,-5.0,-19.51,-16.71,-3.47,-17.71,16.63,6.53,7.11,9.15,-2.81,-2.06,3.66,1.16,-1.51,-4.06,2.0,2023,32
Steelers,5.0,-16.63,-6.53,-7.11,-9.15,19.51,16.71,3.47,17.71,2.81,-3.66,2.06,1.51,-1.16,4.06,2.0,2023,32
