#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,WAS 25,9,4:41,45,Missed FG,0,Commanders,2.0,2023,29
2,1,6:14,WAS 25,11,5:50,50,Field Goal,0,Commanders,2.0,2023,29
3,1,0:12,WAS 25,3,1:10,-1,Punt,0,Commanders,2.0,2023,29
4,2,9:01,WAS 25,3,1:04,1,Punt,0,Commanders,2.0,2023,29
5,2,6:34,DEN 49,9,4:47,49,Touchdown,0,Commanders,2.0,2023,29
6,2,1:20,WAS 23,8,1:20,46,Field Goal,0,Commanders,2.0,2023,29
7,3,13:48,WAS 43,5,2:01,57,Touchdown,0,Commanders,2.0,2023,29
8,3,10:25,DEN 44,5,2:53,3,Missed FG,0,Commanders,2.0,2023,29
9,3,2:11,WAS 25,6,3:46,75,Touchdown,0,Commanders,2.0,2023,29
10,4,12:22,WAS 36,8,5:11,64,Touchdown,0,Commanders,2.0,2023,29
11,4,1:50,WAS 43,3,1:02,1,Punt,0,Commanders,2.0,2023,29
