Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Zach Wilson,NYJ,0,0,0,0,0,2.0,2023,28
Breece Hall,NYJ,2,0,0,0,0,2.0,2023,28
Michael Carter,NYJ,2,1,3,0,3,2.0,2023,28
Dalvin Cook,NYJ,1,1,5,0,5,2.0,2023,28
Ashtyn Davis,NYJ,0,0,0,0,0,2.0,2023,28
Garrett Wilson,NYJ,8,2,83,1,68,2.0,2023,28
Tyler Conklin,NYJ,6,5,50,0,17,2.0,2023,28
Allen Lazard,NYJ,4,2,23,0,14,2.0,2023,28
Mecole Hardman,NYJ,1,1,6,0,6,2.0,2023,28
Randall Cobb,NYJ,1,0,0,0,0,2.0,2023,28
Dak Prescott,DAL,0,0,0,0,0,2.0,2023,28
Tony Pollard,DAL,8,7,37,0,19,2.0,2023,28
Rico Dowdle,DAL,1,1,17,0,17,2.0,2023,28
Deuce Vaughn,DAL,3,3,16,0,11,2.0,2023,28
KaVontae Turpin,DAL,1,1,9,0,9,2.0,2023,28
CeeDee Lamb,DAL,13,11,143,0,31,2.0,2023,28
Jalen Tolbert,DAL,4,3,18,0,7,2.0,2023,28
Jake Ferguson,DAL,4,3,11,1,6,2.0,2023,28
Michael Gallup,DAL,2,1,3,0,3,2.0,2023,28
Luke Schoonmaker,DAL,1,1,1,1,1,2.0,2023,28
Peyton Hendershot,DAL,0,0,0,0,0,2.0,2023,28
