Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Zach Wilson,NYJ,5,36,0,16,2.0,2023,28
Breece Hall,NYJ,4,9,0,9,2.0,2023,28
Michael Carter,NYJ,2,8,0,6,2.0,2023,28
Dalvin Cook,NYJ,4,7,0,6,2.0,2023,28
Ashtyn Davis,NYJ,1,4,0,4,2.0,2023,28
Garrett Wilson,NYJ,0,0,0,0,2.0,2023,28
Tyler Conklin,NYJ,0,0,0,0,2.0,2023,28
Allen Lazard,NYJ,0,0,0,0,2.0,2023,28
Mecole Hardman,NYJ,0,0,0,0,2.0,2023,28
Randall Cobb,NYJ,0,0,0,0,2.0,2023,28
Dak Prescott,DAL,6,14,0,15,2.0,2023,28
Tony Pollard,DAL,25,72,0,23,2.0,2023,28
Rico Dowdle,DAL,7,26,0,9,2.0,2023,28
Deuce Vaughn,DAL,3,16,0,13,2.0,2023,28
KaVontae Turpin,DAL,2,6,0,6,2.0,2023,28
CeeDee Lamb,DAL,0,0,0,0,2.0,2023,28
Jalen Tolbert,DAL,0,0,0,0,2.0,2023,28
Jake Ferguson,DAL,0,0,0,0,2.0,2023,28
Michael Gallup,DAL,0,0,0,0,2.0,2023,28
Luke Schoonmaker,DAL,0,0,0,0,2.0,2023,28
Peyton Hendershot,DAL,1,0,0,0,2.0,2023,28
