Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bears,6.0,-12.59,-9.91,-2.0,0.0,15.2,17.84,-2.79,13.51,2.68,-4.17,1.15,0.77,2.64,2.29,1.0,2024,6
Titans,-6.0,-15.2,-17.84,2.79,-13.51,12.59,9.91,2.0,0.0,-2.68,-1.15,4.17,-2.64,-0.77,-2.29,1.0,2024,6
