Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Matthew Stafford,LAR,0,0,0,0,1.0,2024,15
Kyren Williams,LAR,18,50,1,9,1.0,2024,15
Ronnie Rivers,LAR,2,16,0,12,1.0,2024,15
Cooper Kupp,LAR,2,10,0,9,1.0,2024,15
Puka Nacua,LAR,1,7,0,7,1.0,2024,15
Tyler Johnson,LAR,0,0,0,0,1.0,2024,15
Colby Parkinson,LAR,0,0,0,0,1.0,2024,15
Demarcus Robinson,LAR,0,0,0,0,1.0,2024,15
Davis Allen,LAR,0,0,0,0,1.0,2024,15
Jared Goff,DET,1,7,0,7,1.0,2024,15
David Montgomery,DET,17,91,1,21,1.0,2024,15
Jahmyr Gibbs,DET,11,40,1,8,1.0,2024,15
Jameson Williams,DET,1,13,0,13,1.0,2024,15
Kalif Raymond,DET,1,12,0,12,1.0,2024,15
Sam LaPorta,DET,0,0,0,0,1.0,2024,15
Amon-Ra St. Brown,DET,0,0,0,0,1.0,2024,15
Brock Wright,DET,0,0,0,0,1.0,2024,15
