#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:31,SFO 8,3,1:37,8,Punt,1,49ers,1.0,2024,16
2,1,11:47,NYJ 32,4,0:49,3,Field Goal,1,49ers,1.0,2024,16
3,1,3:51,SFO 30,9,4:47,37,Field Goal,1,49ers,1.0,2024,16
4,2,12:43,SFO 33,12,5:49,67,Touchdown,1,49ers,1.0,2024,16
5,2,5:18,SFO 12,12,5:14,75,Field Goal,1,49ers,1.0,2024,16
6,3,15:00,SFO 30,11,7:18,70,Touchdown,1,49ers,1.0,2024,16
7,3,6:11,SFO 39,8,2:43,26,Field Goal,1,49ers,1.0,2024,16
8,3,1:39,SFO 20,11,6:56,75,Field Goal,1,49ers,1.0,2024,16
9,4,7:22,,5,3:02,26,Field Goal,1,49ers,1.0,2024,16
10,4,0:25,SFO 30,1,0:25,-1,End of Game,1,49ers,1.0,2024,16
