Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Tony Pollard,TEN,16,82,1,5.0,44,2.8,38,2.4,3,5.3,1.0,2024,6
Will Levis,TEN,4,36,0,2.0,22,5.5,14,3.5,1,4.0,1.0,2024,6
Tyjae Spears,TEN,4,21,0,2.0,10,2.5,11,2.8,0,,1.0,2024,6
Treylon Burks,TEN,2,1,0,,-5,-2.5,6,3.0,1,2.0,1.0,2024,6
D'Andre Swift,CHI,10,30,0,1.0,17,1.7,13,1.3,0,,1.0,2024,6
Caleb Williams,CHI,5,15,0,1.0,12,2.4,3,0.6,0,,1.0,2024,6
Khalil Herbert,CHI,2,4,0,1.0,1,0.5,3,1.5,0,,1.0,2024,6
Travis Homer,CHI,2,10,0,1.0,8,4.0,2,1.0,0,,1.0,2024,6
Velus Jones Jr.,CHI,2,11,0,1.0,6,3.0,5,2.5,0,,1.0,2024,6
D.J. Moore,CHI,1,14,0,1.0,14,14.0,0,0.0,0,,1.0,2024,6
