Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Browns,-16.0,-19.86,-21.63,2.65,-8.07,5.45,4.76,-0.63,0.0,-3.02,-3.96,5.8,1.82,-2.01,-4.67,1.0,2024,13
Cowboys,16.0,-5.45,-4.76,0.63,0.0,19.86,21.63,-2.65,8.07,3.02,-5.8,3.96,2.01,-1.82,4.67,1.0,2024,13
