Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Trevor Lawrence,JAX,1,8,0,8,1.0,2024,9
Tank Bigsby,JAX,12,73,0,26,1.0,2024,9
Travis Etienne,JAX,12,44,1,11,1.0,2024,9
Devin Duvernay,JAX,1,3,0,3,1.0,2024,9
Gabriel Davis,JAX,0,0,0,0,1.0,2024,9
Brian Thomas,JAX,0,0,0,0,1.0,2024,9
Christian Kirk,JAX,0,0,0,0,1.0,2024,9
Evan Engram,JAX,0,0,0,0,1.0,2024,9
Parker Washington,JAX,0,0,0,0,1.0,2024,9
Tua Tagovailoa,MIA,1,11,0,11,1.0,2024,9
Jeff Wilson,MIA,5,26,0,14,1.0,2024,9
De'Von Achane,MIA,10,24,1,9,1.0,2024,9
Raheem Mostert,MIA,6,9,0,6,1.0,2024,9
Alec Ingold,MIA,2,8,0,6,1.0,2024,9
Jaylen Waddle,MIA,1,3,0,3,1.0,2024,9
Tyreek Hill,MIA,0,0,0,0,1.0,2024,9
Jonnu Smith,MIA,0,0,0,0,1.0,2024,9
Julian Hill,MIA,0,0,0,0,1.0,2024,9
Durham Smythe,MIA,0,0,0,0,1.0,2024,9
Braxton Berrios,MIA,0,0,0,0,1.0,2024,9
