Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Aaron Rodgers,NYJ,13,21,167,8,36.4,153,7.3,74,5.7,3.5,93,7.2,2,9.5%,4,19.0%,1,2,1,2,4,18.2%,0,,1.0,2024,16
Tyrod Taylor,NYJ,6,8,36,3,37.5,31,3.9,12,2.0,1.5,24,4.0,0,0.0%,1,12.5%,0,1,1,1,2,22.2%,1,7.0,1.0,2024,16
Brock Purdy,SFO,19,29,231,12,38.7,264,9.1,166,8.7,5.7,65,3.4,1,3.4%,5,17.2%,2,7,3,1,6,18.8%,1,11.0,1.0,2024,16
