Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Gardner Minshew II,LVR,3,5,0,3,1.0,2024,12
Zamir White,LVR,13,44,0,12,1.0,2024,12
Alexander Mattison,LVR,5,19,0,7,1.0,2024,12
Jakobi Meyers,LVR,1,3,0,3,1.0,2024,12
Davante Adams,LVR,0,0,0,0,1.0,2024,12
Brock Bowers,LVR,0,0,0,0,1.0,2024,12
Tre Tucker,LVR,0,0,0,0,1.0,2024,12
DJ Turner,LVR,0,0,0,0,1.0,2024,12
Michael Mayer,LVR,0,0,0,0,1.0,2024,12
Justin Herbert,LAC,4,6,0,8,1.0,2024,12
J.K. Dobbins,LAC,10,135,1,61,1.0,2024,12
Gus Edwards,LAC,11,26,0,10,1.0,2024,12
Derius Davis,LAC,2,9,0,6,1.0,2024,12
Ladd McConkey,LAC,0,0,0,0,1.0,2024,12
Quentin Johnston,LAC,0,0,0,0,1.0,2024,12
Hayden Hurst,LAC,0,0,0,0,1.0,2024,12
Josh Palmer,LAC,0,0,0,0,1.0,2024,12
Will Dissly,LAC,0,0,0,0,1.0,2024,12
Scott Matlock,LAC,0,0,0,0,1.0,2024,12
