Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Erik McCoy,C,66,100%,0,0%,9,30%,1,Saints,1.0,2024,5
Taliese Fuaga,T,66,100%,0,0%,9,30%,1,Saints,1.0,2024,5
Trevor Penning,T,66,100%,0,0%,9,30%,1,Saints,1.0,2024,5
Cesar Ruiz,G,60,91%,0,0%,9,30%,1,Saints,1.0,2024,5
Derek Carr,QB,60,91%,0,0%,0,0%,1,Saints,1.0,2024,5
Chris Olave,WR,52,79%,0,0%,0,0%,1,Saints,1.0,2024,5
Foster Moreau,TE,51,77%,0,0%,8,27%,1,Saints,1.0,2024,5
Rashid Shaheed,WR,45,68%,0,0%,5,17%,1,Saints,1.0,2024,5
Lucas Patrick,C,36,55%,0,0%,6,20%,1,Saints,1.0,2024,5
Alvin Kamara,RB,34,52%,0,0%,0,0%,1,Saints,1.0,2024,5
Landon Young,T,31,47%,0,0%,9,30%,1,Saints,1.0,2024,5
Cedrick Wilson Jr.,WR,29,44%,0,0%,14,47%,1,Saints,1.0,2024,5
Adam Prentice,FB,24,36%,0,0%,5,17%,1,Saints,1.0,2024,5
Juwan Johnson,TE,23,35%,0,0%,4,13%,1,Saints,1.0,2024,5
Jamaal Williams,RB,22,33%,0,0%,1,3%,1,Saints,1.0,2024,5
Taysom Hill,TE,21,32%,0,0%,9,30%,1,Saints,1.0,2024,5
Mason Tipton,WR,17,26%,0,0%,0,0%,1,Saints,1.0,2024,5
Oli Udoh,G,6,9%,0,0%,3,10%,1,Saints,1.0,2024,5
Bub Means,WR,6,9%,0,0%,2,7%,1,Saints,1.0,2024,5
Jake Haener,QB,6,9%,0,0%,0,0%,1,Saints,1.0,2024,5
Jordan Mims,RB,5,8%,0,0%,1,3%,1,Saints,1.0,2024,5
Will Harris,SS,0,0%,59,100%,12,40%,1,Saints,1.0,2024,5
Paulson Adebo,CB,0,0%,54,92%,0,0%,1,Saints,1.0,2024,5
Jordan Howden,SS,0,0%,47,80%,19,63%,1,Saints,1.0,2024,5
Alontae Taylor,CB,0,0%,46,78%,7,23%,1,Saints,1.0,2024,5
Pete Werner,LB,0,0%,41,69%,2,7%,1,Saints,1.0,2024,5
Carl Granderson,DE,0,0%,40,68%,2,7%,1,Saints,1.0,2024,5
Demario Davis,LB,0,0%,40,68%,0,0%,1,Saints,1.0,2024,5
Chase Young,DE,0,0%,37,63%,2,7%,1,Saints,1.0,2024,5
Bryan Bresee,DT,0,0%,36,61%,2,7%,1,Saints,1.0,2024,5
Marshon Lattimore,CB,0,0%,32,54%,0,0%,1,Saints,1.0,2024,5
Kool-Aid McKinstry,DB,0,0%,28,47%,9,30%,1,Saints,1.0,2024,5
Cameron Jordan,DE,0,0%,27,46%,0,0%,1,Saints,1.0,2024,5
Tyrann Mathieu,FS,0,0%,27,46%,0,0%,1,Saints,1.0,2024,5
Nathan Shepherd,DT,0,0%,24,41%,2,7%,1,Saints,1.0,2024,5
Payton Turner,DE,0,0%,22,37%,10,33%,1,Saints,1.0,2024,5
Kendal Vickers,DT,0,0%,21,36%,0,0%,1,Saints,1.0,2024,5
Khristian Boyd,DT,0,0%,18,31%,0,0%,1,Saints,1.0,2024,5
Isaiah Foskey,DE,0,0%,11,19%,21,70%,1,Saints,1.0,2024,5
Anfernee Orji,LB,0,0%,11,19%,21,70%,1,Saints,1.0,2024,5
Willie Gay Jr.,LB,0,0%,9,15%,12,40%,1,Saints,1.0,2024,5
J.T. Gray,SS,0,0%,7,12%,20,67%,1,Saints,1.0,2024,5
Rico Payton,DB,0,0%,7,12%,17,57%,1,Saints,1.0,2024,5
Khaleke Hudson,LB,0,0%,5,8%,19,63%,1,Saints,1.0,2024,5
Blake Grupe,K,0,0%,0,0%,19,63%,1,Saints,1.0,2024,5
Zach Wood,LS,0,0%,0,0%,11,37%,1,Saints,1.0,2024,5
Matthew Hayball,P,0,0%,0,0%,11,37%,1,Saints,1.0,2024,5
Nick Saldiveri,G,0,0%,0,0%,9,30%,1,Saints,1.0,2024,5
