#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,NOR 24,5,2:52,76,Touchdown,1,Saints,1.0,2024,5
2,1,11:54,CAR 40,4,1:50,1,Field Goal,1,Saints,1.0,2024,5
3,1,7:01,NOR 21,11,5:38,79,Touchdown,1,Saints,1.0,2024,5
4,2,12:10,NOR 26,9,5:07,48,Field Goal,1,Saints,1.0,2024,5
5,2,6:05,CAR 43,7,3:57,9,Field Goal,1,Saints,1.0,2024,5
6,2,1:24,CAR 16,1,0:06,16,Touchdown,1,Saints,1.0,2024,5
7,3,13:53,NOR 43,9,5:26,57,Touchdown,1,Saints,1.0,2024,5
8,3,4:55,NOR 36,12,6:47,43,Field Goal,1,Saints,1.0,2024,5
9,4,11:21,CAR 36,2,0:43,36,Touchdown,1,Saints,1.0,2024,5
10,4,6:51,NOR 19,3,2:22,8,Punt,1,Saints,1.0,2024,5
11,4,4:07,NOR 45,3,1:51,7,Punt,1,Saints,1.0,2024,5
