#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:57,CHI 43,3,1:28,7,Punt,1,Bears,1.0,2024,6
2,1,9:46,TEN 48,8,4:20,3,Punt,1,Bears,1.0,2024,6
3,2,14:06,CHI 30,4,1:59,17,Punt,1,Bears,1.0,2024,6
4,2,3:44,TEN 34,9,3:17,28,Field Goal,1,Bears,1.0,2024,6
5,3,15:00,CHI 30,6,2:34,-3,Punt,1,Bears,1.0,2024,6
6,3,7:02,CHI 25,3,1:03,-3,Punt,1,Bears,1.0,2024,6
7,3,3:46,CHI 24,11,3:59,44,Field Goal,1,Bears,1.0,2024,6
8,4,11:44,TEN 31,4,1:52,1,Field Goal,1,Bears,1.0,2024,6
9,4,5:49,CHI 11,6,3:29,46,Punt,1,Bears,1.0,2024,6
10,4,1:05,CHI 40,2,1:05,-2,End of Game,1,Bears,1.0,2024,6
