Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jacoby Brissett,NWE,0,0,0,0,0,1.0,2024,7
Rhamondre Stevenson,NWE,3,3,6,0,6,1.0,2024,7
Antonio Gibson,NWE,0,0,0,0,0,1.0,2024,7
Austin Hooper,NWE,4,2,31,0,16,1.0,2024,7
Tyquan Thornton,NWE,3,2,27,0,17,1.0,2024,7
K.J. Osborn,NWE,6,3,21,0,9,1.0,2024,7
Hunter Henry,NWE,3,2,18,0,9,1.0,2024,7
Demario Douglas,NWE,3,2,12,0,9,1.0,2024,7
Ja'Lynn Polk,NWE,1,1,6,0,6,1.0,2024,7
Joe Burrow,CIN,0,0,0,0,0,1.0,2024,7
Zack Moss,CIN,4,2,17,0,12,1.0,2024,7
Chase Brown,CIN,3,3,12,0,5,1.0,2024,7
Ja'Marr Chase,CIN,6,6,62,0,28,1.0,2024,7
Andrei Iosivas,CIN,6,3,26,0,13,1.0,2024,7
Tanner Hudson,CIN,3,2,18,0,13,1.0,2024,7
Mike Gesicki,CIN,4,3,18,0,7,1.0,2024,7
Trenton Irwin,CIN,2,1,6,0,6,1.0,2024,7
Charlie Jones,CIN,1,1,5,0,5,1.0,2024,7
