Unnamed: 0,NYJ,SFO,week,year,game_id
First Downs,14,24,1.0,2024,16
Rush-Yds-TDs,19-68-1,38-180-2,1.0,2024,16
Cmp-Att-Yd-TD-INT,19-29-203-2-1,19-29-231-0-0,1.0,2024,16
Sacked-Yards,1-5,3-10,1.0,2024,16
Net Pass Yards,198,221,1.0,2024,16
Total Yards,266,401,1.0,2024,16
Fumbles-Lost,1-1,0-0,1.0,2024,16
Turnovers,2,0,1.0,2024,16
Penalties-Yards,3-10,4-40,1.0,2024,16
Third Down Conv.,6-10,6-13,1.0,2024,16
Fourth Down Conv.,0-1,0-0,1.0,2024,16
Time of Possession,21:20,38:40,1.0,2024,16
