Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Lamar Jackson,BAL,0,0,0,0,0,1.0,2024,1
Derrick Henry,BAL,2,0,0,0,0,1.0,2024,1
Zay Flowers,BAL,10,6,37,0,19,1.0,2024,1
Justice Hill,BAL,8,6,52,0,18,1.0,2024,1
Isaiah Likely,BAL,12,9,111,1,49,1.0,2024,1
Rashod Bateman,BAL,5,2,53,0,38,1.0,2024,1
Mark Andrews,BAL,2,2,14,0,11,1.0,2024,1
Nelson Agholor,BAL,1,1,6,0,6,1.0,2024,1
Patrick Mahomes,KAN,1,1,2,0,2,1.0,2024,1
Isiah Pacheco,KAN,3,2,33,0,23,1.0,2024,1
Xavier Worthy,KAN,3,2,47,1,35,1.0,2024,1
Carson Steele,KAN,0,0,0,0,0,1.0,2024,1
Rashee Rice,KAN,9,7,103,0,33,1.0,2024,1
Noah Gray,KAN,3,3,37,0,13,1.0,2024,1
Travis Kelce,KAN,4,3,34,0,23,1.0,2024,1
Justin Watson,KAN,1,1,25,0,25,1.0,2024,1
Samaje Perine,KAN,2,1,10,0,10,1.0,2024,1
JuJu Smith-Schuster,KAN,1,0,0,0,0,1.0,2024,1
