Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jacoby Brissett,NWE,15,24,121,6,24.0,154,6.4,67,4.5,2.8,54,3.6,0,0.0%,6,26.1%,1,5,1,6,8,27.6%,4,8.5,1.0,2024,7
Joe Burrow,CIN,21,29,164,7,21.9,162,5.6,97,4.6,3.3,67,3.2,1,3.4%,4,13.8%,3,7,0,0,3,8.6%,3,4.3,1.0,2024,7
