#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BAL 30,11,6:46,70,Touchdown,0,Ravens,1.0,2024,1
2,1,5:55,BAL 30,4,3:00,20,Punt,0,Ravens,1.0,2024,1
3,2,14:53,BAL 20,1,0:09,-6,Fumble,0,Ravens,1.0,2024,1
4,2,13:37,BAL 30,6,3:58,21,Downs,0,Ravens,1.0,2024,1
5,2,5:44,BAL 30,7,3:54,35,Missed FG,0,Ravens,1.0,2024,1
6,2,1:44,BAL 49,10,1:41,44,Field Goal,0,Ravens,1.0,2024,1
7,3,11:28,BAL 30,7,3:04,25,Punt,0,Ravens,1.0,2024,1
8,3,3:37,BAL 20,7,3:50,80,Touchdown,0,Ravens,1.0,2024,1
9,4,10:25,BAL 30,13,5:31,56,Field Goal,0,Ravens,1.0,2024,1
10,4,1:50,BAL 13,11,1:50,77,End of Game,0,Ravens,1.0,2024,1
