Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Robert Spillane,LVR,0,4,4,100.0%,27.0,6.8,6.8,0.0,94.8,1.3,5.0,22.0,1,0,0,0.0,0,10,1,9.1%,1.0,2024,12
Marcus Epps,LVR,0,6,4,66.7%,31.0,7.8,5.2,0.0,79.2,6.8,24.0,7.0,1,0,0,0.0,0,5,2,28.6%,1.0,2024,12
Jack Jones,LVR,0,6,4,66.7%,45.0,11.3,7.5,0.0,88.9,10.2,35.0,10.0,0,0,0,0.0,0,4,1,20.0%,1.0,2024,12
Divine Deablo,LVR,0,3,3,100.0%,29.0,9.7,9.7,0.0,106.9,0.0,0.0,29.0,3,0,0,0.0,0,3,4,57.1%,1.0,2024,12
Adam Butler,LVR,0,1,1,100.0%,2.0,2.0,2.0,0.0,79.2,-2.0,-2.0,4.0,0,0,1,0.0,1,4,0,0.0%,1.0,2024,12
Tre'von Moehrig,LVR,0,1,1,100.0%,10.0,10.0,10.0,1.0,147.9,5.0,5.0,5.0,2,0,0,0.0,0,3,2,40.0%,1.0,2024,12
Maxx Crosby,LVR,0,0,0,,,,,,,,,,0,1,2,1.0,4,5,0,0.0%,1.0,2024,12
Nate Hobbs,LVR,0,1,0,0.0%,,,0.0,,39.6,5.0,,,4,0,1,0.0,1,4,0,0.0%,1.0,2024,12
Christian Wilkins,LVR,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%,1.0,2024,12
Jakorian Bennett,LVR,0,2,0,0.0%,,,0.0,,39.6,18.5,,,0,0,0,0.0,0,0,0,,1.0,2024,12
Charles Snowden,LVR,0,1,0,0.0%,,,0.0,,39.6,2.0,,,2,0,0,0.0,0,1,0,0.0%,1.0,2024,12
Asante Samuel Jr.,LAC,0,9,7,77.8%,71.0,10.1,7.9,0.0,99.5,9.6,51.0,20.0,0,0,0,0.0,0,6,1,14.3%,1.0,2024,12
Ja'Sir Taylor,LAC,0,3,3,100.0%,19.0,6.3,6.3,0.0,93.1,2.7,8.0,11.0,1,0,0,0.0,0,3,0,0.0%,1.0,2024,12
Junior Colson,LAC,0,3,2,66.7%,29.0,14.5,9.7,0.0,97.9,5.7,14.0,15.0,2,1,0,0.0,1,4,0,0.0%,1.0,2024,12
Alohi Gilman,LAC,0,2,2,100.0%,26.0,13.0,13.0,0.0,118.7,5.0,10.0,16.0,0,0,0,0.0,0,4,1,20.0%,1.0,2024,12
Daiyan Henley,LAC,0,2,2,100.0%,37.0,18.5,18.5,1.0,158.3,-0.5,-1.0,38.0,3,0,0,0.0,0,7,1,12.5%,1.0,2024,12
Kristian Fulton,LAC,0,4,2,50.0%,26.0,13.0,6.5,0.0,70.8,2.3,12.0,14.0,0,0,0,0.0,0,5,1,16.7%,1.0,2024,12
Derwin James,LAC,0,3,2,66.7%,11.0,5.5,3.7,0.0,72.9,2.0,9.0,2.0,4,0,0,0.0,0,7,0,0.0%,1.0,2024,12
Denzel Perryman,LAC,0,2,2,100.0%,4.0,2.0,2.0,0.0,79.2,1.0,2.0,2.0,1,0,0,0.0,0,5,2,28.6%,1.0,2024,12
Bud Dupree,LAC,0,2,2,100.0%,15.0,7.5,7.5,0.0,97.9,-1.5,-3.0,18.0,1,0,0,0.0,0,0,2,100.0%,1.0,2024,12
Elijah Molden,LAC,0,1,1,100.0%,19.0,19.0,19.0,0.0,118.7,17.0,17.0,2.0,0,0,0,0.0,0,1,0,0.0%,1.0,2024,12
Joey Bosa,LAC,0,0,0,,,,,,,,,,0,1,1,1.0,3,7,1,12.5%,1.0,2024,12
Khalil Mack,LAC,0,0,0,,,,,,,,,,0,0,0,1.5,2,3,1,25.0%,1.0,2024,12
Morgan Fox,LAC,0,0,0,,,,,,,,,,0,0,0,0.5,1,4,1,20.0%,1.0,2024,12
Poona Ford,LAC,1,1,0,0.0%,,,0.0,,0.0,-5.0,,,0,0,1,0.0,1,3,0,0.0%,1.0,2024,12
Tuli Tuipulotu,LAC,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,1.0,2024,12
