Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Aaron Rodgers,NYJ,0,0,0,0,0,1.0,2024,16
Tyrod Taylor,NYJ,0,0,0,0,0,1.0,2024,16
Breece Hall,NYJ,6,5,39,0,13,1.0,2024,16
Braelon Allen,NYJ,1,1,9,0,9,1.0,2024,16
Allen Lazard,NYJ,9,6,89,2,36,1.0,2024,16
Garrett Wilson,NYJ,11,6,60,0,16,1.0,2024,16
Tyler Conklin,NYJ,2,1,6,0,6,1.0,2024,16
Brock Purdy,SFO,0,0,0,0,0,1.0,2024,16
Deebo Samuel,SFO,9,5,54,0,25,1.0,2024,16
Jordan Mason,SFO,1,1,5,0,5,1.0,2024,16
Jauan Jennings,SFO,5,5,64,0,22,1.0,2024,16
Kyle Juszczyk,SFO,3,2,40,0,34,1.0,2024,16
George Kittle,SFO,5,4,40,0,26,1.0,2024,16
Brandon Aiyuk,SFO,5,2,28,0,14,1.0,2024,16
Eric Saubert,SFO,1,0,0,0,0,1.0,2024,16
Brandon Allen,SFO,0,0,0,0,0,1.0,2024,16
