Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jayden Daniels,WAS,0,0,0,0,0,1.0,2024,14
Brian Robinson Jr.,WAS,4,3,49,0,32,1.0,2024,14
Austin Ekeler,WAS,4,4,52,0,22,1.0,2024,14
Zach Ertz,WAS,4,3,28,0,12,1.0,2024,14
Luke McCaffrey,WAS,3,3,18,0,10,1.0,2024,14
Terry McLaurin,WAS,4,2,17,0,11,1.0,2024,14
Olamide Zaccheaus,WAS,3,1,15,0,15,1.0,2024,14
Jamison Crowder,WAS,1,1,5,0,5,1.0,2024,14
John Bates,WAS,1,0,0,0,0,1.0,2024,14
Baker Mayfield,TAM,0,0,0,0,0,1.0,2024,14
Bucky Irving,TAM,3,2,14,0,9,1.0,2024,14
Rachaad White,TAM,6,6,75,0,32,1.0,2024,14
Chris Godwin,TAM,8,8,83,1,24,1.0,2024,14
Mike Evans,TAM,6,5,61,2,24,1.0,2024,14
Jalen McMillan,TAM,3,1,32,1,32,1.0,2024,14
Trey Palmer,TAM,2,1,19,0,19,1.0,2024,14
Cade Otton,TAM,2,1,5,0,5,1.0,2024,14
Kameron Johnson,TAM,0,0,0,0,0,1.0,2024,14
Kyle Trask,TAM,0,0,0,0,0,1.0,2024,14
