Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Christian Rozeboom,LAR,0,5,4,80.0%,33.0,8.3,6.6,0.0,94.2,0.8,4.0,29.0,0,0,0,0.0,0,9,1,10.0%,1.0,2024,15
Tre'Davious White,LAR,0,5,3,60.0%,71.0,23.7,14.2,1.0,143.7,13.0,48.0,23.0,0,0,0,0.0,0,5,3,37.5%,1.0,2024,15
Troy Reeder,LAR,0,5,3,60.0%,41.0,13.7,8.2,0.0,86.2,2.2,3.0,38.0,1,0,0,0.0,0,8,2,20.0%,1.0,2024,15
Quentin Lake,LAR,0,4,2,50.0%,41.0,20.5,10.3,0.0,86.5,16.3,19.0,22.0,1,0,1,0.0,1,10,2,16.7%,1.0,2024,15
Cobie Durant,LAR,0,3,2,66.7%,14.0,7.0,4.7,0.0,77.1,8.7,10.0,4.0,1,0,1,0.0,1,3,0,0.0%,1.0,2024,15
Kamren Curl,LAR,0,4,2,50.0%,4.0,2.0,1.0,0.0,56.2,5.5,-6.0,10.0,0,0,0,0.0,0,5,3,37.5%,1.0,2024,15
John Johnson,LAR,1,3,2,66.7%,8.0,4.0,2.7,0.0,30.6,3.7,1.0,7.0,0,0,0,0.0,0,6,1,14.3%,1.0,2024,15
Kobie Turner,LAR,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,-5.0,-5.0,19.0,0,0,0,0.0,0,2,1,33.3%,1.0,2024,15
Jared Verse,LAR,0,0,0,,,,,,,,,,2,0,1,1.0,2,4,0,0.0%,1.0,2024,15
Byron Young,LAR,0,0,0,,,,,,,,,,2,0,0,1.0,1,4,1,20.0%,1.0,2024,15
Braden Fiske,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%,1.0,2024,15
Michael Hoecht,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,1.0,2024,15
Bobby Brown,LAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,1.0,2024,15
Alex Anzalone,DET,0,10,9,90.0%,41.0,4.6,4.1,0.0,83.7,1.6,14.0,27.0,5,0,0,0.0,0,13,0,0.0%,1.0,2024,15
Terrion Arnold,DET,0,10,8,80.0%,68.0,8.5,6.8,1.0,128.3,9.6,51.0,17.0,0,0,0,0.0,0,8,0,0.0%,1.0,2024,15
Carlton Davis,DET,0,12,7,58.3%,99.0,14.1,8.3,0.0,85.1,5.7,27.0,72.0,1,0,0,0.0,0,10,1,9.1%,1.0,2024,15
Brian Branch,DET,0,9,6,66.7%,57.0,9.5,6.3,0.0,84.0,6.0,24.0,33.0,0,0,0,0.0,0,7,1,12.5%,1.0,2024,15
Kerby Joseph,DET,1,4,2,50.0%,18.0,9.0,4.5,0.0,22.9,7.0,12.0,6.0,0,0,0,0.0,0,6,0,0.0%,1.0,2024,15
Jack Campbell,DET,0,2,2,100.0%,11.0,5.5,5.5,0.0,89.6,4.0,8.0,3.0,2,0,0,0.0,0,7,1,12.5%,1.0,2024,15
Amik Robertson,DET,0,2,1,50.0%,20.0,20.0,10.0,0.0,85.4,6.5,7.0,13.0,2,0,0,0.0,0,2,1,33.3%,1.0,2024,15
Derrick Barnes,DET,0,1,1,100.0%,13.0,13.0,13.0,0.0,118.7,11.0,11.0,2.0,6,0,0,0.0,0,4,2,33.3%,1.0,2024,15
Aidan Hutchinson,DET,0,0,0,,,,,,,,,,0,3,3,1.0,7,5,1,16.7%,1.0,2024,15
Marcus Davenport,DET,0,0,0,,,,,,,,,,0,2,3,0.5,6,1,0,0.0%,1.0,2024,15
Levi Onwuzurike,DET,0,0,0,,,,,,,,,,0,0,1,0.5,2,2,0,0.0%,1.0,2024,15
Kyle Peko,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,1.0,2024,15
Mekhi Wingo,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,1.0,2024,15
Malcolm Rodriguez,DET,0,0,0,,,,,,,,,,4,0,0,0.0,0,4,0,0.0%,1.0,2024,15
