Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Lamar Jackson,BAL,26,41,273,1,0,1,6,49,90.8,1.0,2024,1
Derrick Henry,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Justice Hill,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,1.0,2024,1
Patrick Mahomes,KAN,20,28,291,1,1,2,10,35,101.9,1.0,2024,1
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Xavier Worthy,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Carson Steele,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Rashee Rice,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Noah Gray,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Justin Watson,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
Samaje Perine,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
JuJu Smith-Schuster,KAN,0,0,0,0,0,0,0,0,,1.0,2024,1
