Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Colts,-2.0,7.56,2.72,7.5,-3.18,-16.76,-15.81,-4.88,-2.93,2.53,-4.7,6.37,3.64,2.47,-5.25,1.0,2024,8
Texans,2.0,16.76,15.81,4.88,2.93,-7.56,-2.72,-7.5,3.18,-2.53,-6.37,4.7,-2.47,-3.64,5.25,1.0,2024,8
