Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Will Levis,TEN,1,1,1.0,2024,6
Tony Pollard,TEN,0,0,1.0,2024,6
Tyjae Spears,TEN,0,0,1.0,2024,6
Treylon Burks,TEN,0,0,1.0,2024,6
Calvin Ridley,TEN,0,0,1.0,2024,6
Tyler Boyd,TEN,0,0,1.0,2024,6
Chigoziem Okonkwo,TEN,0,0,1.0,2024,6
Nick Vannett,TEN,0,0,1.0,2024,6
DeAndre Hopkins,TEN,0,0,1.0,2024,6
Caleb Williams,CHI,1,0,1.0,2024,6
D'Andre Swift,CHI,0,0,1.0,2024,6
D.J. Moore,CHI,0,0,1.0,2024,6
Velus Jones Jr.,CHI,1,1,1.0,2024,6
Travis Homer,CHI,0,0,1.0,2024,6
Khalil Herbert,CHI,0,0,1.0,2024,6
Keenan Allen,CHI,0,0,1.0,2024,6
Rome Odunze,CHI,1,0,1.0,2024,6
DeAndre Carter,CHI,0,0,1.0,2024,6
Cole Kmet,CHI,0,0,1.0,2024,6
Gerald Everett,CHI,0,0,1.0,2024,6
