Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
L'Jarius Sneed,TEN,0,7,4,57.1%,41.0,10.3,5.9,0.0,74.1,8.7,32.0,9.0,0,0,0,0.0,0,4,1,20.0%,1.0,2024,6
Roger McCreary,TEN,0,4,3,75.0%,15.0,5.0,3.8,0.0,80.2,0.3,1.0,14.0,1,0,0,0.0,0,5,0,0.0%,1.0,2024,6
Amani Hooker,TEN,0,7,2,28.6%,9.0,4.5,1.3,0.0,39.6,7.1,-7.0,16.0,1,0,1,0.0,1,6,0,0.0%,1.0,2024,6
Kenneth Murray,TEN,0,4,2,50.0%,12.0,6.0,3.0,0.0,56.2,2.0,7.0,5.0,1,0,0,0.0,0,6,0,0.0%,1.0,2024,6
Jack Gibbens,TEN,0,2,1,50.0%,-1.0,-1.0,-0.5,0.0,56.2,2.0,-5.0,4.0,2,1,0,0.0,1,4,0,0.0%,1.0,2024,6
Jarvis Brownlee,TEN,0,3,1,33.3%,11.0,11.0,3.7,0.0,45.1,15.3,11.0,0.0,0,0,0,0.0,0,2,0,0.0%,1.0,2024,6
Quandre Diggs,TEN,0,2,1,50.0%,6.0,6.0,3.0,0.0,56.2,6.0,6.0,0.0,0,0,0,0.0,0,4,0,0.0%,1.0,2024,6
Harold Landry,TEN,0,0,0,,,,,,,,,,0,0,1,1.0,2,6,0,0.0%,1.0,2024,6
T'Vondre Sweat,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,1.0,2024,6
Caleb Murphy,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,1.0,2024,6
James Lynch,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,1.0,2024,6
Sebastian Joseph-Day,TEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,1.0,2024,6
James Williams,TEN,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,0,0,0.0,0,0,0,,1.0,2024,6
Ernest Jones,TEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,1.0,2024,6
T.J. Edwards,CHI,0,9,8,88.9%,35.0,4.4,3.9,0.0,82.9,1.4,13.0,22.0,0,0,0,0.0,0,15,1,6.3%,1.0,2024,6
Kyler Gordon,CHI,0,4,3,75.0%,37.0,12.3,9.3,0.0,103.1,7.8,35.0,2.0,0,0,0,0.0,0,4,1,20.0%,1.0,2024,6
Tremaine Edmunds,CHI,0,3,3,100.0%,5.0,1.7,1.7,0.0,79.2,-2.3,-7.0,12.0,2,0,0,0.0,0,4,1,20.0%,1.0,2024,6
Tyrique Stevenson,CHI,1,9,3,33.3%,47.0,15.7,5.2,1.0,49.1,13.9,39.0,8.0,0,0,0,0.0,0,4,0,0.0%,1.0,2024,6
Jaquan Brisker,CHI,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,-3.0,-3.0,6.0,0,0,0,0.0,0,9,2,18.2%,1.0,2024,6
DeMarcus Walker,CHI,0,0,0,,,,,,,,,,0,0,4,0.0,4,1,0,0.0%,1.0,2024,6
Gervon Dexter,CHI,0,0,0,,,,,,,,,,0,1,1,1.0,3,4,0,0.0%,1.0,2024,6
Darrell Taylor,CHI,0,0,0,,,,,,,,,,0,1,0,2.0,3,8,1,11.1%,1.0,2024,6
Andrew Billings,CHI,0,0,0,,,,,,,,,,0,1,2,0.0,3,2,0,0.0%,1.0,2024,6
Montez Sweat,CHI,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%,1.0,2024,6
Jaylon Johnson,CHI,1,2,0,0.0%,,,0.0,,0.0,34.0,,,0,0,0,0.0,0,3,0,0.0%,1.0,2024,6
