Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Dak Prescott,DAL,19,32,179,1,0,3,16,34,85.3,1.0,2024,13
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Rico Dowdle,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Deuce Vaughn,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Jalen Brooks,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Hunter Luepke,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Cooper Rush,DAL,0,0,0,0,0,0,0,0,,1.0,2024,13
Deshaun Watson,CLE,24,45,169,1,2,6,32,29,51.1,1.0,2024,13
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
Pierre Strong,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
David Njoku,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
Jerry Jeudy,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,1.0,2024,13
