Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Fields,PIT,0,0,0,0,0,1.0,2024,3
Najee Harris,PIT,2,1,9,0,9,1.0,2024,3
Cordarrelle Patterson,PIT,0,0,0,0,0,1.0,2024,3
Jaylen Warren,PIT,2,2,13,0,9,1.0,2024,3
Pat Freiermuth,PIT,4,4,27,0,10,1.0,2024,3
MyCole Pruitt,PIT,2,1,9,0,9,1.0,2024,3
Calvin Austin III,PIT,2,1,7,0,7,1.0,2024,3
Darnell Washington,PIT,1,1,5,0,5,1.0,2024,3
Van Jefferson,PIT,2,1,1,0,1,1.0,2024,3
George Pickens,PIT,7,6,85,0,40,1.0,2024,3
Kirk Cousins,ATL,0,0,0,0,0,1.0,2024,3
Bijan Robinson,ATL,5,5,43,0,14,1.0,2024,3
Tyler Allgeier,ATL,0,0,0,0,0,1.0,2024,3
Ray-Ray McCloud,ATL,7,4,52,0,20,1.0,2024,3
Kyle Pitts,ATL,3,3,26,1,12,1.0,2024,3
Darnell Mooney,ATL,3,1,15,0,15,1.0,2024,3
Drake London,ATL,3,2,15,0,8,1.0,2024,3
Charlie Woerner,ATL,2,1,4,0,4,1.0,2024,3
