Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Matthew Stafford,LAR,34,49,317,15,29.4,290,5.9,146,4.3,3.0,171,5.0,4,8.3%,6,12.5%,2,14,5,9,16,31.4%,0,,1.0,2024,15
Jared Goff,DET,18,28,217,7,23.3,187,6.7,69,3.8,2.5,148,8.2,3,10.7%,4,14.3%,2,4,0,3,5,16.1%,1,7.0,1.0,2024,15
