Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Brock Purdy,SFO,5,17,0,9,1,2025,12
Christian McCaffrey,SFO,22,69,0,13,1,2025,12
Brian Robinson Jr.,SFO,9,33,0,9,1,2025,12
Ricky Pearsall,SFO,0,0,0,0,1,2025,12
Kyle Juszczyk,SFO,0,0,0,0,1,2025,12
George Kittle,SFO,0,0,0,0,1,2025,12
Jauan Jennings,SFO,0,0,0,0,1,2025,12
Jake Tonges,SFO,0,0,0,0,1,2025,12
Luke Farrell,SFO,0,0,0,0,1,2025,12
Sam Darnold,SEA,2,14,0,9,1,2025,12
Zach Charbonnet,SEA,12,47,1,7,1,2025,12
Kenneth Walker III,SEA,10,20,0,8,1,2025,12
AJ Barner,SEA,1,2,0,2,1,2025,12
Jalen Milroe,SEA,1,1,0,1,1,2025,12
Jaxon Smith-Njigba,SEA,0,0,0,0,1,2025,12
Cooper Kupp,SEA,0,0,0,0,1,2025,12
Elijah Arroyo,SEA,0,0,0,0,1,2025,12
