Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Joe Burrow,CIN,14,23,113,7,26.9,169,7.3,64,4.6,2.8,49,3.5,2,8.7%,3,13.0%,3,7,1,4,8,28.6%,2,1.5,1,2025,5
Joe Flacco,CLE,31,45,290,13,27.7,265,5.9,117,3.8,2.6,173,5.6,2,4.8%,4,9.5%,2,2,4,3,9,18.8%,1,4.0,1,2025,5
