Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Aaron Rodgers,PIT,22,30,244,14,41.2,139,4.6,71,3.2,2.4,173,7.9,1,3.4%,2,6.9%,4,12,0,3,7,20.6%,0,,1,2025,10
Justin Fields,NYJ,16,22,218,9,39.1,169,7.7,142,8.9,6.5,76,4.8,0,0.0%,1,4.5%,1,9,0,5,6,23.1%,3,5.7,1,2025,10
