Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
J.J. McCarthy,MIN,13,20,143,5,21.7,137,6.9,75,5.8,3.8,68,5.2,0,0.0%,3,15.0%,3,3,1,2,6,25.0%,1,11.0,1,2025,1713
Caleb Williams,CHI,21,35,210,10,27.0,262,7.5,133,6.3,3.8,77,3.7,1,2.9%,9,26.5%,2,11,7,2,11,25.6%,6,9.7,1,2025,1713
