#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,TEN 35,7,3:02,33,Field Goal,0,Titans,1,2025,11
2,1,8:35,TEN 30,5,3:19,12,Punt,0,Titans,1,2025,11
3,1,0:41,TEN 46,4,2:26,17,Fumble,0,Titans,1,2025,11
4,2,11:40,TEN 8,3,2:11,9,Punt,0,Titans,1,2025,11
5,2,7:03,DEN 38,8,4:47,23,Field Goal,0,Titans,1,2025,11
6,2,0:47,TEN 7,3,0:20,-6,Punt,0,Titans,1,2025,11
7,2,0:16,DEN 24,1,0:14,0,Field Goal,0,Titans,1,2025,11
8,3,14:05,DEN 26,4,2:09,9,Field Goal,0,Titans,1,2025,11
9,3,4:17,TEN 30,6,1:50,-4,Punt,0,Titans,1,2025,11
10,4,14:50,TEN 10,5,3:07,24,Punt,0,Titans,1,2025,11
11,4,11:43,DEN 24,3,2:21,-25,Punt,0,Titans,1,2025,11
12,4,7:37,TEN 30,3,1:02,-3,Punt,0,Titans,1,2025,11
13,4,5:07,DEN 46,3,0:58,0,Punt,0,Titans,1,2025,11
14,4,0:59,TEN 36,4,0:18,-2,Fumble,0,Titans,1,2025,11
