Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bills,-1.0,21.93,28.12,-0.18,0.0,-19.52,-10.8,-10.22,5.24,-3.41,-8.48,7.96,1.39,-2.26,-2.02,1,2025,15
Ravens,1.0,19.52,10.8,10.22,-5.24,-21.93,-28.12,0.18,0.0,3.41,-7.96,8.48,2.26,-1.39,2.02,1,2025,15
