Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Wan'Dale Robinson,NYG,8,6,55,0,4.0,21,3.5,34,5.7,3.1,1,6.0,0,0.0,0,93.2,1,2025,9
Malik Nabers,NYG,12,5,71,0,4.0,47,9.4,24,4.8,10.2,0,,0,0.0,0,61.5,1,2025,9
Cam Skattebo,NYG,2,2,12,0,,1,0.5,11,5.5,0.5,3,0.7,0,0.0,0,91.7,1,2025,9
Tyrone Tracy Jr.,NYG,5,2,11,0,0.0,2,1.0,9,4.5,0.0,0,,1,20.0,0,47.9,1,2025,9
Daniel Bellinger,NYG,1,1,14,0,1.0,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7,1,2025,9
Theo Johnson,NYG,3,1,5,0,,-1,-1.0,6,6.0,-0.7,0,,1,33.3,0,42.4,1,2025,9
Darius Slayton,NYG,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6,1,2025,9
Deebo Samuel,WAS,10,7,77,0,3.0,38,5.4,39,5.6,8.0,0,,1,10.0,0,92.5,1,2025,9
Austin Ekeler,WAS,3,3,31,0,2.0,-7,-2.3,38,12.7,-2.3,1,3.0,0,0.0,0,109.7,1,2025,9
Zach Ertz,WAS,5,3,26,1,2.0,20,6.7,6,2.0,8.4,0,,0,0.0,0,113.3,1,2025,9
Noah Brown,WAS,3,2,27,0,1.0,21,10.5,6,3.0,11.3,0,,0,0.0,0,95.1,1,2025,9
Terry McLaurin,WAS,4,2,27,0,1.0,26,13.0,1,0.5,19.3,0,,0,0.0,0,71.9,1,2025,9
Jaylin Lane,WAS,2,1,11,0,1.0,4,4.0,7,7.0,10.0,0,,0,0.0,0,66.7,1,2025,9
Chris Moore,WAS,1,1,34,0,1.0,34,34.0,0,0.0,34.0,0,,0,0.0,0,118.7,1,2025,9
Jacory Croskey-Merritt,WAS,1,0,0,0,0.0,0,,0,,-5.0,0,,0,0.0,0,39.6,1,2025,9
