Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Jets,-3.0,10.83,10.95,6.52,0.0,-11.44,-13.47,1.37,0.0,-5.41,-7.17,3.44,2.83,-3.28,-1.23,1,2025,10
Steelers,3.0,11.44,13.47,-1.37,0.0,-10.83,-10.95,-6.52,0.0,5.41,-3.44,7.17,3.28,-2.83,1.23,1,2025,10
