Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Patrick Mahomes,KAN,6,57,1,15,1,2025,2
Isiah Pacheco,KAN,5,25,0,10,1,2025,2
Kareem Hunt,KAN,5,16,0,6,1,2025,2
Marquise Brown,KAN,0,0,0,0,1,2025,2
JuJu Smith-Schuster,KAN,0,0,0,0,1,2025,2
Travis Kelce,KAN,0,0,0,0,1,2025,2
Tyquan Thornton,KAN,0,0,0,0,1,2025,2
Noah Gray,KAN,0,0,0,0,1,2025,2
Jason Brownlee,KAN,0,0,0,0,1,2025,2
Xavier Worthy,KAN,1,0,0,0,1,2025,2
Justin Herbert,LAC,7,32,0,19,1,2025,2
Omarion Hampton,LAC,15,48,0,11,1,2025,2
Najee Harris,LAC,1,5,0,5,1,2025,2
Derius Davis,LAC,1,3,0,3,1,2025,2
Tyler Conklin,LAC,1,2,0,2,1,2025,2
Quentin Johnston,LAC,0,0,0,0,1,2025,2
Ladd McConkey,LAC,0,0,0,0,1,2025,2
Keenan Allen,LAC,0,0,0,0,1,2025,2
Will Dissly,LAC,0,0,0,0,1,2025,2
Tre Harris,LAC,0,0,0,0,1,2025,2
KeAndre Lambert-Smith,LAC,0,0,0,0,1,2025,2
