Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jordan Mason,MIN,15,68,0,3,27,1.8,41,2.7,0,,1,2025,1713
Aaron Jones,MIN,8,23,0,1,8,1.0,15,1.9,1,8.0,1,2025,1713
J.J. McCarthy,MIN,2,25,1,2,23,11.5,2,1.0,0,,1,2025,1713
Justin Jefferson,MIN,1,4,0,0,3,3.0,1,1.0,0,,1,2025,1713
D'Andre Swift,CHI,17,53,0,2,21,1.2,32,1.9,1,17.0,1,2025,1713
Caleb Williams,CHI,6,58,1,4,56,9.3,2,0.3,0,,1,2025,1713
D.J. Moore,CHI,3,8,0,1,4,1.3,4,1.3,0,,1,2025,1713
