Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Russell Wilson,NYG,17,37,168,9,23.1,167,4.5,84,4.9,2.3,84,4.9,1,3.2%,7,22.6%,2,9,2,6,10,22.2%,6,6.7,1,2025,9
Jayden Daniels,WAS,19,30,233,11,33.3,279,9.3,136,7.2,4.5,97,5.1,1,3.4%,6,20.7%,3,7,0,1,4,10.5%,5,9.2,1,2025,9
