Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA,week,year,game_id
1.0,6:11,1.0,10.0,CLE 43,7.0,0.0,Joe Flacco pass complete short left to Isaiah Bond for 5 yards (tackle by Josh Newton),1.8,1.93,1,2025,5
1.0,5:41,2.0,5.0,CLE 48,7.0,0.0,Jerome Ford right end for 2 yards (tackle by Trey Hendrickson),1.93,1.49,1,2025,5
1.0,4:55,3.0,3.0,CIN 50,7.0,0.0,Jerome Ford right guard for 2 yards (tackle by B.J. Hill),1.49,0.07,1,2025,5
1.0,4:11,4.0,1.0,CIN 48,7.0,0.0,Raheim Sanders up the middle for 2 yards (tackle by Demetrius Knight),0.07,2.52,1,2025,5
1.0,3:34,1.0,10.0,CIN 46,7.0,0.0,"Joe Flacco pass incomplete short left intended for Harold Fannin. Penalty on Oren Burks: Illegal Contact, 5 yards (accepted) (no play)",2.52,2.85,1,2025,5
1.0,3:29,1.0,10.0,CIN 41,7.0,0.0,Joe Flacco pass complete short right to Cedric Tillman for 7 yards (tackle by Daxton Hill),2.85,3.25,1,2025,5
1.0,2:43,2.0,3.0,CIN 34,7.0,0.0,Dylan Sampson left tackle for no gain (tackle by Demetrius Knight),3.25,2.54,1,2025,5
1.0,2:06,3.0,3.0,CIN 34,7.0,0.0,"Joe Flacco pass incomplete short left intended for Jerry Jeudy. Penalty on Cam Taylor-Britt: Defensive Pass Interference, 6 yards (accepted) (no play)",2.54,3.71,1,2025,5
1.0,2:02,1.0,10.0,CIN 28,7.0,0.0,"Joe Flacco pass complete short right to David Njoku for no gain. Penalty on Harold Fannin: Offensive Pass Interference, 10 yards (accepted) (no play)",3.71,3.05,1,2025,5
1.0,1:36,1.0,20.0,CIN 38,7.0,0.0,Joe Flacco pass complete short right to Harold Fannin for 7 yards (tackle by Demetrius Knight and Jordan Battle),3.05,2.76,1,2025,5
1.0,1:01,2.0,13.0,CIN 31,7.0,0.0,Joe Flacco pass complete short middle to Harold Fannin for 4 yards (tackle by Daxton Hill and Demetrius Knight),2.76,2.61,1,2025,5
1.0,0:20,3.0,9.0,CIN 27,7.0,0.0,"Joe Flacco pass incomplete short right intended for Jerry Jeudy. Penalty on DJ Turner: Defensive Pass Interference, 4 yards (accepted) (no play)",2.61,4.04,1,2025,5
1.0,0:16,1.0,10.0,CIN 23,7.0,0.0,Harold Fannin up the middle for 3 yards (tackle by Demetrius Knight and Mike Pennel),4.04,3.9,1,2025,5
2.0,15:00,2.0,7.0,CIN 20,7.0,0.0,"Joe Flacco pass complete short right to Dylan Sampson for 12 yards. Penalty on Trey Hendrickson: Roughing the Passer, 4 yards (accepted) (tackle by Logan Wilson)",3.9,6.28,1,2025,5
2.0,14:28,1.0,4.0,CIN 4,7.0,0.0,Jerome Ford right guard for 2 yards (tackle by Logan Wilson),6.28,5.72,1,2025,5
2.0,14:04,2.0,2.0,CIN 2,7.0,0.0,Jerome Ford up the middle for 1 yard (tackle by B.J. Hill),5.72,5.17,1,2025,5
2.0,13:20,3.0,1.0,CIN 1,7.0,0.0,Raheim Sanders right tackle for no gain (tackle by B.J. Hill and Logan Wilson),5.17,3.55,1,2025,5
2.0,12:44,4.0,1.0,CIN 1,7.0,6.0,"Raheim Sanders right tackle for 1 yard, touchdown",3.55,7.0,1,2025,5
2.0,12:42,,,CIN 15,7.0,7.0,Andre Szmyt kicks extra point good,0.0,0.0,1,2025,5
2.0,12:42,,,CLE 35,7.0,7.0,"Andre Szmyt kicks off 55 yards, returned by Charlie Jones for 29 yards (tackle by Grant Delpit)",0.0,1.53,1,2025,5
2.0,12:36,,,,,,Timeout #1 by Cincinnati Bengals,,,1,2025,5
2.0,12:36,1.0,10.0,CIN 39,7.0,7.0,Chase Brown left guard for 1 yard (tackle by Greg Newsome),1.53,1.12,1,2025,5
2.0,11:56,2.0,9.0,CIN 40,7.0,7.0,"Joe Burrow pass complete short right to Chase Brown for 1 yard Penalty on CIN: Illegal Shift, 5 yards (declined) (tackle by Denzel Ward)",1.12,0.56,1,2025,5
2.0,11:39,3.0,8.0,CIN 41,7.0,7.0,Joe Burrow pass complete short left to Mike Gesicki for 14 yards (tackle by Greg Newsome),0.56,2.59,1,2025,5
2.0,11:03,1.0,10.0,CLE 45,7.0,7.0,Joe Burrow pass complete short left to Samaje Perine for 1 yard (tackle by Devin Bush),2.59,2.18,1,2025,5
2.0,10:23,2.0,9.0,CLE 44,7.0,7.0,Joe Burrow pass incomplete deep right intended for Ja'Marr Chase,2.18,1.49,1,2025,5
2.0,10:18,3.0,9.0,CLE 44,7.0,7.0,Joe Burrow scrambles up the middle for 2 yards (tackle by Myles Garrett),1.49,0.46,1,2025,5
2.0,9:36,4.0,7.0,CLE 42,7.0,7.0,"Ryan Rehkow punts 42 yards, touchback.",0.46,-0.28,1,2025,5
2.0,9:29,1.0,10.0,CLE 20,7.0,7.0,Dylan Sampson right end for 2 yards (tackle by Logan Wilson and Jordan Battle),0.28,0.0,1,2025,5
2.0,8:50,2.0,8.0,CLE 22,7.0,7.0,Joe Flacco pass incomplete short middle,0.0,-0.69,1,2025,5
2.0,8:45,3.0,8.0,CLE 22,7.0,7.0,Joe Flacco pass incomplete short right intended for David Njoku (defended by Logan Wilson),-0.69,-1.9,1,2025,5
2.0,8:42,4.0,8.0,CLE 22,7.0,7.0,"Corey Bojorquez punts 55 yards, returned by Charlie Jones for 23 yards (tackle by Donovan McMillon)",-1.9,-1.99,1,2025,5
2.0,8:31,1.0,10.0,CIN 46,7.0,7.0,Chase Brown up the middle for 3 yards (tackle by Grant Delpit and Mohamoud Diabate),1.99,1.86,1,2025,5
2.0,7:52,2.0,7.0,CIN 49,7.0,7.0,Joe Burrow pass complete short right to Ja'Marr Chase for 20 yards (tackle by Mohamoud Diabate),1.86,3.51,1,2025,5
2.0,7:11,1.0,10.0,CLE 31,7.0,7.0,Chase Brown right tackle for 6 yards (tackle by Carson Schwesinger and Devin Bush),3.51,3.78,1,2025,5
2.0,6:31,2.0,4.0,CLE 25,7.0,7.0,Chase Brown right tackle for 2 yards (tackle by Isaiah McGuire and Mason Graham),3.78,3.34,1,2025,5
2.0,5:54,3.0,2.0,CLE 23,7.0,7.0,Joe Burrow pass complete short left to Samaje Perine for 5 yards (tackle by Ronnie Hickman),3.34,4.37,1,2025,5
2.0,5:13,1.0,10.0,CLE 18,7.0,7.0,"Joe Burrow pass incomplete short left intended for Ja'Marr Chase. Penalty on Greg Newsome: Defensive Pass Interference, 15 yards (accepted) (no play)",4.37,6.51,1,2025,5
2.0,5:09,1.0,3.0,CLE 3,7.0,7.0,Joe Burrow pass incomplete short right intended for Mike Gesicki,6.51,5.53,1,2025,5
2.0,5:05,2.0,3.0,CLE 3,7.0,7.0,Chase Brown right guard for 2 yards (tackle by Devin Bush and Alex Wright),5.53,5.17,1,2025,5
2.0,4:21,3.0,1.0,CLE 1,13.0,7.0,"Joe Burrow pass complete short right to Noah Fant for 1 yard, touchdown",5.17,7.0,1,2025,5
2.0,4:18,,,CLE 15,14.0,7.0,Evan McPherson kicks extra point good,0.0,0.0,1,2025,5
2.0,4:18,,,CIN 35,14.0,7.0,"Evan McPherson kicks off 64 yards, returned by DeAndre Carter for 21 yards (tackle by Tahj Brooks)",0.0,0.41,1,2025,5
2.0,4:12,1.0,10.0,CLE 22,14.0,7.0,Joe Flacco pass incomplete short right intended for Cedric Tillman (defended by Logan Wilson),0.41,-0.13,1,2025,5
2.0,4:07,2.0,10.0,CLE 22,14.0,7.0,Joe Flacco pass complete short middle to David Njoku for 17 yards (tackle by Daxton Hill and Geno Stone),-0.13,1.53,1,2025,5
2.0,3:29,1.0,10.0,CLE 39,14.0,7.0,Dylan Sampson right guard for -1 yards (tackle by Mike Pennel and Daxton Hill),1.53,0.85,1,2025,5
2.0,2:48,2.0,11.0,CLE 38,14.0,7.0,Joe Flacco pass complete deep right to Jerry Jeudy for 19 yards (tackle by Jordan Battle),0.85,2.72,1,2025,5
2.0,2:08,1.0,10.0,CIN 43,14.0,7.0,Joe Flacco pass incomplete short right intended for David Njoku (defended by Demetrius Knight),2.72,2.18,1,2025,5
2.0,2:04,2.0,10.0,CIN 43,14.0,7.0,Joe Flacco pass complete short right to Dylan Sampson for 9 yards (tackle by Demetrius Knight and Jordan Battle),2.18,2.68,1,2025,5
2.0,1:57,3.0,1.0,CIN 34,14.0,7.0,Joe Flacco right guard for 2 yards (tackle by Trey Hendrickson),2.68,3.45,1,2025,5
2.0,1:20,1.0,10.0,CIN 32,14.0,7.0,Dylan Sampson right tackle for 3 yards (tackle by Tedarrell Slaton and B.J. Hill),3.45,3.31,1,2025,5
2.0,0:40,2.0,7.0,CIN 29,14.0,7.0,Joe Flacco pass complete short left to Cedric Tillman for 2 yards (tackle by Daxton Hill),3.31,2.87,1,2025,5
2.0,0:33,,,,,,Timeout #1 by Cleveland Browns,,,1,2025,5
2.0,0:33,3.0,5.0,CIN 27,14.0,7.0,Joe Flacco pass incomplete deep right,2.87,1.72,1,2025,5
2.0,0:27,4.0,5.0,CIN 27,14.0,10.0,Andre Szmyt 45 yard field goal good,1.72,3.0,1,2025,5
2.0,0:23,,,CLE 35,14.0,10.0,"Andre Szmyt kicks off 62 yards, returned by Charlie Jones for 23 yards (tackle by Adin Huntington)",0.0,0.67,1,2025,5
2.0,0:18,1.0,10.0,CIN 26,14.0,10.0,Joe Burrow pass complete short left to Noah Fant for 8 yards (tackle by Myles Harden),0.67,1.21,1,2025,5
2.0,0:12,,,,,,Timeout #2 by Cincinnati Bengals,,,1,2025,5
2.0,0:12,2.0,2.0,CIN 34,14.0,10.0,Joe Burrow scrambles left end for 1 yard (tackle by Isaiah McGuire),1.21,0.63,1,2025,5
3.0,15:00,,,CIN 35,14.0,10.0,"Evan McPherson kicks off 63 yards, returned by DeAndre Carter for 29 yards (tackle by Josh Newton)",0.0,1.0,1,2025,5
3.0,14:55,1.0,10.0,CLE 31,14.0,10.0,Joe Flacco pass complete short right to Dylan Sampson for 7 yards (tackle by Demetrius Knight),1.0,1.41,1,2025,5
3.0,14:15,2.0,3.0,CLE 38,14.0,10.0,Dylan Sampson left end for no gain (tackle by B.J. Hill and Tedarrell Slaton),1.41,0.7,1,2025,5
3.0,13:32,3.0,3.0,CLE 38,14.0,10.0,Joe Flacco pass complete short right to Harold Fannin for 18 yards (tackle by Jordan Battle),0.7,2.65,1,2025,5
3.0,12:51,1.0,10.0,CIN 44,14.0,10.0,"Joe Flacco pass complete short right to Harold Fannin for no gain. Penalty on Dawand Jones: Offensive Holding, 10 yards (accepted) (no play)",2.65,1.99,1,2025,5
3.0,12:37,1.0,20.0,CLE 46,14.0,10.0,Joe Flacco pass complete short left to David Njoku for 11 yards (tackle by DJ Turner and Barrett Carter),1.99,2.25,1,2025,5
3.0,12:12,2.0,9.0,CIN 43,14.0,10.0,Joe Flacco pass incomplete deep left intended for Jerry Jeudy (defended by DJ Turner),2.25,1.55,1,2025,5
3.0,12:08,3.0,9.0,CIN 43,14.0,10.0,Joe Flacco pass complete short middle to Cedric Tillman for 13 yards (tackle by Geno Stone),1.55,3.58,1,2025,5
3.0,11:23,1.0,10.0,CIN 30,14.0,10.0,Jerome Ford left guard for no gain (tackle by Barrett Carter and Jordan Battle),3.58,3.03,1,2025,5
3.0,10:36,2.0,10.0,CIN 30,14.0,10.0,"Penalty on Joe Flacco: Delay of Game, 5 yards (accepted) (no play)",3.03,2.36,1,2025,5
3.0,10:14,2.0,15.0,CIN 35,14.0,10.0,Joe Flacco pass complete short right to Dylan Sampson for 14 yards (tackle by Daxton Hill),2.36,3.53,1,2025,5
3.0,9:26,3.0,1.0,CIN 21,14.0,10.0,Joe Flacco pass complete short right to Dylan Sampson for 5 yards (tackle by Demetrius Knight),3.53,4.51,1,2025,5
3.0,8:42,1.0,10.0,CIN 16,14.0,10.0,Joe Flacco pass incomplete deep right,4.51,3.9,1,2025,5
3.0,8:36,2.0,10.0,CIN 16,14.0,10.0,Joe Flacco pass complete short left to Dylan Sampson for 7 yards (tackle by Jordan Battle),3.9,4.39,1,2025,5
3.0,8:04,3.0,3.0,CIN 9,14.0,10.0,Dylan Sampson right end for 4 yards (tackle by Barrett Carter and Jordan Battle),4.39,6.06,1,2025,5
3.0,7:24,1.0,5.0,CIN 5,14.0,16.0,"Joe Flacco pass complete short middle to Cedric Tillman for 5 yards, touchdown",6.06,7.0,1,2025,5
3.0,7:20,,,CIN 15,14.0,16.0,Andre Szmyt kicks extra point no good,0.0,-1.0,1,2025,5
3.0,7:20,,,CLE 35,14.0,16.0,"Andre Szmyt kicks off 65 yards, touchback.",0.0,0.28,1,2025,5
3.0,7:20,1.0,10.0,CIN 20,14.0,16.0,Joe Burrow pass complete short left to Noah Fant for 5 yards (tackle by Carson Schwesinger and Jerome Baker),0.28,0.41,1,2025,5
3.0,6:32,2.0,5.0,CIN 25,14.0,16.0,Chase Brown up the middle for 3 yards (tackle by Mason Graham and Devin Bush),0.41,0.1,1,2025,5
3.0,5:53,3.0,2.0,CIN 28,14.0,16.0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase (defended by Greg Newsome),0.1,-1.5,1,2025,5
3.0,5:47,4.0,2.0,CIN 28,14.0,16.0,"Ryan Rehkow punts 62 yards, returned by DeAndre Carter for 15 yards (tackle by Tycen Anderson)",-1.5,-0.61,1,2025,5
3.0,5:37,1.0,10.0,CLE 25,14.0,16.0,Joe Flacco sacked by Trey Hendrickson for 6 yards,0.61,-0.81,1,2025,5
3.0,4:59,2.0,16.0,CLE 19,14.0,16.0,Joe Flacco pass deep right intended for Jerry Jeudy is intercepted by Jordan Battle at CLE-36 and returned for 2 yards (tackle by Jerry Jeudy),-0.81,-3.31,1,2025,5
3.0,4:53,1.0,10.0,CLE 34,14.0,16.0,Chase Brown right end for 1 yard (tackle by Carson Schwesinger),3.31,2.91,1,2025,5
3.0,4:15,2.0,9.0,CLE 33,14.0,16.0,Joe Burrow pass incomplete short right intended for Drew Sample (defended by Devin Bush),2.91,2.21,1,2025,5
3.0,4:09,3.0,9.0,CLE 33,14.0,16.0,Joe Burrow pass complete short right to Tee Higgins for 10 yards (tackle by Denzel Ward),2.21,4.04,1,2025,5
3.0,3:42,1.0,10.0,CLE 23,14.0,16.0,Chase Brown right tackle for 6 yards (tackle by Isaiah McGuire),4.04,4.38,1,2025,5
3.0,2:59,2.0,4.0,CLE 17,14.0,16.0,Joe Burrow pass incomplete short right intended for Mike Gesicki (defended by Denzel Ward),4.38,3.66,1,2025,5
3.0,2:55,3.0,4.0,CLE 17,14.0,16.0,Joe Burrow pass incomplete short right intended for Chase Brown,3.66,2.39,1,2025,5
3.0,2:52,4.0,4.0,CLE 17,17.0,16.0,Evan McPherson 35 yard field goal good,2.39,3.0,1,2025,5
3.0,2:48,,,CIN 35,17.0,16.0,"Evan McPherson kicks off 66 yards, returned by DeAndre Carter for 26 yards (tackle by Samaje Perine and Shaka Heyward)",0.0,0.61,1,2025,5
3.0,2:44,1.0,10.0,CLE 25,17.0,16.0,Dylan Sampson right tackle for 4 yards (tackle by B.J. Hill and Jordan Battle),0.61,0.6,1,2025,5
3.0,2:06,2.0,6.0,CLE 29,17.0,16.0,Joe Flacco pass complete short left to Dylan Sampson for 2 yards (tackle by Tycen Anderson and Logan Wilson),0.6,0.17,1,2025,5
3.0,1:22,3.0,4.0,CLE 31,17.0,16.0,Joe Flacco pass complete short middle to Cedric Tillman for 25 yards (tackle by Cam Taylor-Britt and Tycen Anderson),0.17,2.65,1,2025,5
3.0,0:40,1.0,10.0,CIN 44,17.0,16.0,Jerome Ford left guard for 1 yard (tackle by Kris Jenkins),2.65,2.25,1,2025,5
4.0,15:00,2.0,9.0,CIN 43,17.0,16.0,Joe Flacco scrambles left end for 4 yards (tackle by Kris Jenkins),2.25,2.08,1,2025,5
4.0,14:21,3.0,5.0,CIN 39,17.0,16.0,Joe Flacco pass incomplete short left intended for Harold Fannin,2.08,0.66,1,2025,5
4.0,14:16,4.0,5.0,CIN 39,17.0,16.0,Joe Flacco pass incomplete short middle intended for Jerry Jeudy,0.66,-1.53,1,2025,5
4.0,14:13,1.0,10.0,CIN 39,17.0,16.0,Chase Brown right tackle for 1 yard (tackle by Carson Schwesinger and Shelby Harris),1.53,1.12,1,2025,5
4.0,13:28,2.0,9.0,CIN 40,17.0,16.0,Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Ronnie Hickman),1.12,0.43,1,2025,5
4.0,13:23,,,,,,Timeout #1 by Cincinnati Bengals,,,1,2025,5
4.0,13:23,3.0,9.0,CIN 40,17.0,16.0,Joe Burrow pass incomplete short left intended for Ja'Marr Chase (defended by Greg Newsome),0.43,-0.72,1,2025,5
4.0,13:18,4.0,9.0,CIN 40,17.0,16.0,"Ryan Rehkow punts 60 yards, touchback.",-0.72,-0.28,1,2025,5
4.0,13:10,1.0,10.0,CLE 20,17.0,16.0,Joe Flacco pass complete short left to Dylan Sampson for 8 yards (tackle by Logan Wilson),0.28,0.81,1,2025,5
4.0,12:37,2.0,2.0,CLE 28,17.0,16.0,Dylan Sampson right guard for 5 yards (tackle by Myles Murphy),0.81,1.14,1,2025,5
4.0,11:58,1.0,10.0,CLE 33,17.0,16.0,Joe Flacco pass complete short right to Harold Fannin for 22 yards (tackle by Jordan Battle and Geno Stone),1.14,2.59,1,2025,5
4.0,11:11,1.0,10.0,CIN 45,17.0,16.0,Joe Flacco pass complete short right to Jerome Ford for -3 yards (tackle by Oren Burks),2.59,1.64,1,2025,5
4.0,10:28,2.0,13.0,CIN 48,17.0,16.0,Joe Flacco pass complete short middle to Harold Fannin for 6 yards (tackle by Daxton Hill),1.64,1.75,1,2025,5
4.0,9:46,3.0,7.0,CIN 42,17.0,16.0,"Joe Flacco pass complete short left to Jerry Jeudy for no gain. Penalty on Dawand Jones: Offensive Holding, 10 yards (declined) (tackle by Jordan Battle)",1.75,0.46,1,2025,5
4.0,9:31,4.0,7.0,CIN 42,17.0,16.0,"Corey Bojorquez punts 42 yards, touchback.",0.46,-0.28,1,2025,5
4.0,9:22,1.0,10.0,CIN 20,17.0,16.0,Joe Burrow sacked by Myles Garrett for 6 yards,0.28,-1.18,1,2025,5
4.0,8:36,,,,,,Timeout #2 by Cincinnati Bengals,,,1,2025,5
4.0,8:36,2.0,16.0,CIN 14,17.0,16.0,Joe Burrow sacked by Myles Garrett for 5 yards,-1.18,-2.71,1,2025,5
4.0,7:54,3.0,21.0,CIN 9,17.0,16.0,Joe Burrow sacked by Isaiah McGuire for 7 yards,-2.71,-2.49,1,2025,5
4.0,7:08,4.0,28.0,CIN 2,17.0,16.0,"Ryan Rehkow punts 54 yards, returned by DeAndre Carter for 14 yards (tackle by Tycen Anderson)",-2.49,-2.79,1,2025,5
4.0,6:56,1.0,10.0,CIN 42,17.0,16.0,Dylan Sampson up the middle for 3 yards (tackle by Myles Murphy and Oren Burks),2.79,2.65,1,2025,5
4.0,6:18,2.0,7.0,CIN 39,17.0,16.0,Joe Flacco pass incomplete short middle intended for Harold Fannin,2.65,1.95,1,2025,5
4.0,6:15,3.0,7.0,CIN 39,17.0,16.0,Joe Flacco pass complete short right to Jerry Jeudy for 13 yards (tackle by DJ Turner and Geno Stone),1.95,3.84,1,2025,5
4.0,5:50,1.0,10.0,CIN 26,17.0,16.0,"Joe Flacco pass incomplete short right intended for Cedric Tillman. Penalty on Dawand Jones: Ineligible Downfield Pass, 5 yards (declined)",3.84,3.3,1,2025,5
4.0,5:46,2.0,10.0,CIN 26,17.0,16.0,Dylan Sampson right tackle for 4 yards (tackle by Joseph Ossai and Jordan Battle),3.3,3.14,1,2025,5
4.0,5:07,3.0,6.0,CIN 22,17.0,16.0,Joe Flacco pass complete short left to Jerry Jeudy for 9 yards,3.14,4.71,1,2025,5
4.0,4:31,1.0,10.0,CIN 13,17.0,16.0,Dylan Sampson left tackle for no gain (tackle by Mike Pennel and Tedarrell Slaton),4.71,4.05,1,2025,5
4.0,3:50,2.0,10.0,CIN 13,17.0,16.0,Joe Flacco pass complete short right to Harold Fannin for 1 yard (tackle by Daxton Hill and Mike Pennel),4.05,3.28,1,2025,5
4.0,3:10,3.0,9.0,CIN 12,17.0,16.0,Joe Flacco sacked by B.J. Hill for 6 yards,3.28,2.25,1,2025,5
4.0,2:26,4.0,15.0,CIN 18,17.0,16.0,Andre Szmyt 36 yard field goal no good,2.25,-0.67,1,2025,5
4.0,2:22,1.0,10.0,CIN 26,17.0,16.0,Chase Brown right guard for -1 yards (tackle by Myles Garrett),0.67,-0.01,1,2025,5
4.0,2:17,,,,,,Timeout #1 by Cleveland Browns,,,1,2025,5
4.0,2:17,2.0,11.0,CIN 25,17.0,16.0,Joe Burrow pass complete short left to Tee Higgins for 10 yards (tackle by Greg Newsome),-0.01,0.63,1,2025,5
4.0,2:13,3.0,1.0,CIN 35,17.0,16.0,Chase Brown up the middle for no gain (tackle by Devin Bush),0.63,-1.04,1,2025,5
4.0,2:00,4.0,1.0,CIN 35,17.0,16.0,"Penalty on Joe Burrow: Delay of Game, 5 yards (accepted) (no play)",-1.04,-1.37,1,2025,5
4.0,2:00,4.0,6.0,CIN 30,17.0,16.0,"Ryan Rehkow punts 49 yards, returned by DeAndre Carter for 12 yards (tackle by Samaje Perine and William Wagner)",-1.37,-1.14,1,2025,5
4.0,1:50,1.0,10.0,CLE 33,17.0,16.0,Joe Flacco pass complete short left to David Njoku for 9 yards (tackle by Logan Wilson),1.14,1.81,1,2025,5
4.0,1:30,2.0,1.0,CLE 42,17.0,16.0,Joe Flacco pass short left intended for Cedric Tillman is intercepted by DJ Turner at CLE-47 and returned for 7 yards (tackle by Jerome Ford),1.81,-2.92,1,2025,5
4.0,1:24,1.0,10.0,CLE 40,17.0,16.0,Chase Brown right guard for -2 yards (tackle by Isaiah McGuire),2.92,2.1,1,2025,5
4.0,1:20,,,,,,Timeout #2 by Cleveland Browns,,,1,2025,5
4.0,1:20,2.0,12.0,CLE 42,17.0,16.0,"Penalty on Shelby Harris: Encroachment, 5 yards (accepted) (no play)",2.1,2.78,1,2025,5
4.0,1:20,,,,,,Timeout #3 by Cincinnati Bengals,,,1,2025,5
4.0,1:20,2.0,7.0,CLE 37,17.0,16.0,Chase Brown right end for -5 yards (tackle by Carson Schwesinger),2.78,1.42,1,2025,5
4.0,1:17,,,,,,Timeout #3 by Cleveland Browns,,,1,2025,5
4.0,1:17,3.0,12.0,CLE 42,17.0,16.0,Chase Brown left guard for -3 yards (tackle by Myles Garrett),1.42,0.27,1,2025,5
4.0,0:30,4.0,15.0,CLE 45,17.0,16.0,"Penalty on Ryan Rehkow: Delay of Game, 5 yards (accepted) (no play)",0.27,-0.06,1,2025,5
4.0,0:30,4.0,20.0,CLE 50,17.0,16.0,Ryan Rehkow punts 49 yards,-0.06,0.38,1,2025,5
4.0,0:19,1.0,10.0,CLE 1,17.0,16.0,Joe Flacco pass incomplete deep right intended for David Njoku,-0.38,-0.78,1,2025,5
4.0,0:13,2.0,10.0,CLE 1,17.0,16.0,Joe Flacco pass complete short right to Jamari Thrash for 6 yards (tackle by Josh Newton),-0.78,-0.72,1,2025,5
4.0,0:08,3.0,4.0,CLE 7,17.0,16.0,"Penalty on Dawand Jones: False Start, 3 yards (accepted) (no play)",-0.72,-1.07,1,2025,5
4.0,0:08,3.0,7.0,CLE 4,17.0,16.0,Joe Flacco pass complete deep left to Jerry Jeudy for 25 yards (tackle by Geno Stone and Daxton Hill),-1.07,0.87,1,2025,5
