Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jared Goff,DET,1,-1,0,-1,1,2025,13
David Montgomery,DET,11,25,0,6,1,2025,13
Jahmyr Gibbs,DET,9,19,0,14,1,2025,13
Jameson Williams,DET,1,3,0,3,1,2025,13
Sam LaPorta,DET,0,0,0,0,1,2025,13
Amon-Ra St. Brown,DET,0,0,0,0,1,2025,13
Kalif Raymond,DET,0,0,0,0,1,2025,13
Isaac TeSlaa,DET,0,0,0,0,1,2025,13
Jordan Love,GNB,3,4,0,3,1,2025,13
Josh Jacobs,GNB,19,66,1,15,1,2025,13
Emanuel Wilson,GNB,1,4,0,4,1,2025,13
Tucker Kraft,GNB,1,3,0,3,1,2025,13
Chris Brooks,GNB,1,1,0,1,1,2025,13
Romeo Doubs,GNB,0,0,0,0,1,2025,13
Jayden Reed,GNB,0,0,0,0,1,2025,13
Dontayvion Wicks,GNB,0,0,0,0,1,2025,13
Matthew Golden,GNB,0,0,0,0,1,2025,13
Luke Musgrave,GNB,0,0,0,0,1,2025,13
John FitzPatrick,GNB,0,0,0,0,1,2025,13
Savion Williams,GNB,0,0,0,0,1,2025,13
