Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Bryce Young,CAR,5,40,0,22,1,2025,4
Chuba Hubbard,CAR,16,57,0,9,1,2025,4
Rico Dowdle,CAR,3,12,0,9,1,2025,4
Trevor Etienne,CAR,1,4,0,4,1,2025,4
Tetairoa McMillan,CAR,0,0,0,0,1,2025,4
Ja'Tavion Sanders,CAR,0,0,0,0,1,2025,4
Hunter Renfrow,CAR,0,0,0,0,1,2025,4
Xavier Legette,CAR,0,0,0,0,1,2025,4
Tommy Tremble,CAR,0,0,0,0,1,2025,4
Trevor Lawrence,JAX,4,12,0,10,1,2025,4
Travis Etienne,JAX,16,143,0,71,1,2025,4
Tank Bigsby,JAX,5,12,0,4,1,2025,4
Bhayshul Tuten,JAX,3,11,0,8,1,2025,4
Brian Thomas,JAX,1,9,1,9,1,2025,4
LeQuint Allen,JAX,1,7,0,7,1,2025,4
Dyami Brown,JAX,2,6,0,4,1,2025,4
Brenton Strange,JAX,0,0,0,0,1,2025,4
Travis Hunter,JAX,0,0,0,0,1,2025,4
Hunter Long,JAX,0,0,0,0,1,2025,4
Johnny Mundt,JAX,0,0,0,0,1,2025,4
