Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Wyatt Teller,G,76,100%,0,0%,4,17%,1,Browns,1,2025,5
Joel Bitonio,G,76,100%,0,0%,3,13%,1,Browns,1,2025,5
Dawand Jones,T,76,100%,0,0%,3,13%,1,Browns,1,2025,5
Ethan Pocic,C,76,100%,0,0%,1,4%,1,Browns,1,2025,5
Joe Flacco,QB,76,100%,0,0%,0,0%,1,Browns,1,2025,5
Jerry Jeudy,WR,67,88%,0,0%,0,0%,1,Browns,1,2025,5
Cedric Tillman,WR,67,88%,0,0%,0,0%,1,Browns,1,2025,5
David Njoku,TE,64,84%,0,0%,0,0%,1,Browns,1,2025,5
Cornelius Lucas,T,56,74%,0,0%,4,17%,1,Browns,1,2025,5
Harold Fannin,TE,55,72%,0,0%,8,35%,1,Browns,1,2025,5
Jerome Ford,RB,41,54%,0,0%,0,0%,1,Browns,1,2025,5
Dylan Sampson,RB,33,43%,0,0%,4,17%,1,Browns,1,2025,5
Isaiah Bond,WR,21,28%,0,0%,0,0%,1,Browns,1,2025,5
Jamari Thrash,WR,21,28%,0,0%,0,0%,1,Browns,1,2025,5
Jack Conklin,T,20,26%,0,0%,1,4%,1,Browns,1,2025,5
Adin Huntington,DT,3,4%,7,13%,14,61%,1,Browns,1,2025,5
Blake Whiteheart,TE,3,4%,0,0%,10,43%,1,Browns,1,2025,5
Raheim Sanders,RB,3,4%,0,0%,0,0%,1,Browns,1,2025,5
Teven Jenkins,G,1,1%,0,0%,4,17%,1,Browns,1,2025,5
Luke Wypler,C,1,1%,0,0%,4,17%,1,Browns,1,2025,5
Carson Schwesinger,LB,0,0%,52,100%,9,39%,1,Browns,1,2025,5
Grant Delpit,S,0,0%,52,100%,7,30%,1,Browns,1,2025,5
Ronnie Hickman,S,0,0%,52,100%,6,26%,1,Browns,1,2025,5
Denzel Ward,CB,0,0%,50,96%,3,13%,1,Browns,1,2025,5
Greg Newsome II,CB,0,0%,48,92%,3,13%,1,Browns,1,2025,5
Myles Garrett,DE,0,0%,45,87%,3,13%,1,Browns,1,2025,5
Mason Graham,DT,0,0%,42,81%,3,13%,1,Browns,1,2025,5
Devin Bush Jr.,LB,0,0%,39,75%,6,26%,1,Browns,1,2025,5
Maliek Collins,DT,0,0%,37,71%,3,13%,1,Browns,1,2025,5
Isaiah McGuire,DE,0,0%,29,56%,0,0%,1,Browns,1,2025,5
Shelby Harris,DT,0,0%,23,44%,3,13%,1,Browns,1,2025,5
Alex Wright,DE,0,0%,21,40%,4,17%,1,Browns,1,2025,5
Myles Harden,CB,0,0%,19,37%,6,26%,1,Browns,1,2025,5
Rayshawn Jenkins,S,0,0%,15,29%,10,43%,1,Browns,1,2025,5
Jerome Baker,LB,0,0%,14,27%,6,26%,1,Browns,1,2025,5
Mohamoud Diabate,LB,0,0%,9,17%,10,43%,1,Browns,1,2025,5
Cameron Mitchell,CB,0,0%,9,17%,10,43%,1,Browns,1,2025,5
Cameron Thomas,DE,0,0%,7,13%,13,57%,1,Browns,1,2025,5
Joe Tryon-Shoyinka,DE,0,0%,2,4%,9,39%,1,Browns,1,2025,5
Donovan McMillon,S,0,0%,0,0%,16,70%,1,Browns,1,2025,5
Easton Mascarenas-Arnold,LB,0,0%,0,0%,16,70%,1,Browns,1,2025,5
DeAndre Carter,WR,0,0%,0,0%,10,43%,1,Browns,1,2025,5
Damontae Kazee,FS,0,0%,0,0%,9,39%,1,Browns,1,2025,5
Andre Szmyt,K,0,0%,0,0%,8,35%,1,Browns,1,2025,5
Jarrick Bernard-Converse,CB,0,0%,0,0%,8,35%,1,Browns,1,2025,5
Rex Sunahara,LS,0,0%,0,0%,6,26%,1,Browns,1,2025,5
Corey Bojorquez,P,0,0%,0,0%,6,26%,1,Browns,1,2025,5
