Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Jonnu Smith,PIT,6,5,15,1,2.0,-14,-2.8,29,5.8,-1.0,2,2.5,0,0.0,0,118.7,1,2025,10
Calvin Austin III,PIT,6,4,70,1,3.0,48,12.0,22,5.5,14.0,0,,0,0.0,0,145.8,1,2025,10
D.K. Metcalf,PIT,7,4,83,0,4.0,15,3.8,68,17.0,4.0,0,,1,14.3,0,99.1,1,2025,10
Pat Freiermuth,PIT,3,3,28,0,2.0,20,6.7,8,2.7,6.7,0,,0,0.0,0,105.6,1,2025,10
Kenneth Gainwell,PIT,4,3,4,0,0.0,-10,-3.3,14,4.7,-2.5,0,,0,0.0,0,77.1,1,2025,10
Jaylen Warren,PIT,2,2,22,1,2.0,3,1.5,19,9.5,1.5,0,,0,0.0,0,152.1,1,2025,10
Ben Skowronek,PIT,1,1,22,1,1.0,9,9.0,13,13.0,9.0,0,,0,0.0,0,158.3,1,2025,10
Garrett Wilson,NYJ,9,7,95,1,4.0,78,11.1,17,2.4,9.6,0,,0,0.0,0,147.7,1,2025,10
Breece Hall,NYJ,4,2,38,0,1.0,-4,-2.0,42,21.0,-3.3,0,,0,0.0,0,83.3,1,2025,10
Tyler Johnson,NYJ,2,2,31,0,1.0,20,10.0,11,5.5,10.0,1,2.0,0,0.0,0,118.7,1,2025,10
Josh Reynolds,NYJ,3,2,18,0,,16,8.0,2,1.0,10.0,0,,0,0.0,0,82.6,1,2025,10
Jeremy Ruckert,NYJ,2,2,16,0,2.0,14,7.0,2,1.0,7.0,0,,0,0.0,0,100.0,1,2025,10
Mason Taylor,NYJ,1,1,20,0,1.0,18,18.0,2,2.0,18.0,0,,0,0.0,0,118.7,1,2025,10
