Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Cam Ward,TEN,12,28,112,5,14.7,294,10.5,48,4.0,1.7,64,5.3,5,20.0%,4,16.0%,6,9,8,5,19,55.9%,0,,1,2025,11
Bo Nix,DEN,25,40,176,9,22.0,213,5.3,82,3.3,2.1,94,3.8,1,2.6%,7,18.4%,1,10,6,3,10,23.8%,1,11.0,1,2025,11
