Player,Pos,home_team,team,week,year,game_id
Drake Maye,QB,1,Patriots,1,2025,8
Rhamondre Stevenson,RB,1,Patriots,1,2025,8
Kayshon Boutte,WR,1,Patriots,1,2025,8
Stefon Diggs,WR,1,Patriots,1,2025,8
Mack Hollins,WR,1,Patriots,1,2025,8
Hunter Henry,TE,1,Patriots,1,2025,8
Michael Onwenu,OL,1,Patriots,1,2025,8
Will Campbell,OT,1,Patriots,1,2025,8
Morgan Moses,OT,1,Patriots,1,2025,8
Jared Wilson,C,1,Patriots,1,2025,8
Garrett Bradbury,C,1,Patriots,1,2025,8
Christian Barmore,DT,1,Patriots,1,2025,8
Milton Williams,DT,1,Patriots,1,2025,8
Harold Landry,OLB,1,Patriots,1,2025,8
Christian Elliss,LB,1,Patriots,1,2025,8
Robert Spillane,LB,1,Patriots,1,2025,8
K'Lavon Chaisson,LB,1,Patriots,1,2025,8
Carlton Davis,CB,1,Patriots,1,2025,8
Alex Austin,CB,1,Patriots,1,2025,8
Jaylinn Hawkins,S,1,Patriots,1,2025,8
Kyle Dugger,S,1,Patriots,1,2025,8
Craig Woodson,S,1,Patriots,1,2025,8
