Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Patrick Queen,PIT,0,3,3,100.0%,16.0,5.3,5.3,0.0,88.9,2.7,8.0,8.0,3,0,1,0.0,1,8,1,11.1%,1,2025,10
Payton Wilson,PIT,0,2,2,100.0%,34.0,17.0,17.0,0.0,118.7,10.0,20.0,14.0,2,0,1,0.0,1,5,3,37.5%,1,2025,10
Darius Slay,PIT,0,2,2,100.0%,41.0,20.5,20.5,1.0,158.3,18.5,37.0,4.0,0,0,0,0.0,0,5,3,37.5%,1,2025,10
Joey Porter Jr.,PIT,0,3,2,66.7%,19.0,9.5,6.3,0.0,84.0,6.7,19.0,0.0,0,0,0,0.0,0,1,1,50.0%,1,2025,10
Alex Highsmith,PIT,0,1,1,100.0%,20.0,20.0,20.0,0.0,118.7,18.0,18.0,2.0,1,0,2,1.0,3,8,1,11.1%,1,2025,10
Jalen Ramsey,PIT,0,3,1,33.3%,6.0,6.0,2.0,0.0,42.4,8.7,5.0,1.0,2,0,1,0.0,1,3,1,25.0%,1,2025,10
T.J. Watt,PIT,0,2,1,50.0%,33.0,33.0,16.5,0.0,95.8,-6.0,-5.0,38.0,0,0,0,0.0,0,5,1,16.7%,1,2025,10
Juan Thornhill,PIT,0,1,1,100.0%,24.0,24.0,24.0,0.0,118.7,16.0,16.0,8.0,0,0,0,0.0,0,8,1,11.1%,1,2025,10
Chuck Clark,PIT,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,11.0,11.0,1.0,1,0,0,0.0,0,8,0,0.0%,1,2025,10
Brandin Echols,PIT,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,5.0,5.0,0.0,1,0,0,0.0,0,2,0,0.0%,1,2025,10
DeShon Elliott,PIT,0,2,1,50.0%,8.0,8.0,4.0,0.0,60.4,3.0,8.0,0.0,1,0,0,0.0,0,6,0,0.0%,1,2025,10
Keeanu Benton,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,1,2025,10
Jack Sawyer,PIT,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%,1,2025,10
Isaiahh Loudermilk,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,1,2025,10
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,1,2025,10
Yahya Black,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,1,2025,10
Brandon Stephens,NYJ,0,8,6,75.0%,78.0,13.0,9.8,2.0,144.8,8.1,36.0,42.0,1,0,0,0.0,0,4,2,33.3%,1,2025,10
Jamien Sherwood,NYJ,0,4,4,100.0%,16.0,4.0,4.0,1.0,122.9,0.0,0.0,16.0,4,0,0,0.0,0,6,1,14.3%,1,2025,10
Quincy Williams,NYJ,0,4,3,75.0%,17.0,5.7,4.3,0.0,82.3,-0.8,-3.0,20.0,4,0,0,1.0,1,6,2,25.0%,1,2025,10
Michael Carter II,NYJ,0,4,3,75.0%,66.0,22.0,16.5,0.0,116.7,6.3,10.0,56.0,1,0,0,0.0,0,4,2,33.3%,1,2025,10
Tony Adams,NYJ,0,3,3,100.0%,24.0,8.0,8.0,0.0,100.0,0.0,0.0,24.0,3,0,0,0.0,0,6,2,25.0%,1,2025,10
Marcelino McCrary-Ball,NYJ,0,1,1,100.0%,10.0,10.0,10.0,0.0,108.3,8.0,8.0,2.0,0,0,0,0.0,0,5,1,16.7%,1,2025,10
Sauce Gardner,NYJ,0,4,1,25.0%,11.0,11.0,2.8,0.0,39.6,6.0,11.0,0.0,0,0,0,0.0,0,2,1,33.3%,1,2025,10
Andre Cisco,NYJ,0,1,1,100.0%,22.0,22.0,22.0,1.0,158.3,9.0,9.0,13.0,1,0,0,0.0,0,5,0,0.0%,1,2025,10
Will McDonald,NYJ,0,0,0,,,,,,,,,,0,0,1,2.0,3,3,0,0.0%,1,2025,10
Quinnen Williams,NYJ,0,0,0,,,,,,,,,,0,0,2,1.0,3,5,0,0.0%,1,2025,10
Harrison Phillips,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,1,2025,10
Micheal Clemons,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,1,2025,10
