Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Aaron Rodgers,PIT,0,0,0,0,0,1,2025,10
Jaylen Warren,PIT,2,2,22,1,17,1,2025,10
Kenneth Gainwell,PIT,4,3,4,0,5,1,2025,10
D.K. Metcalf,PIT,7,4,83,0,31,1,2025,10
Calvin Austin III,PIT,6,4,70,1,30,1,2025,10
Pat Freiermuth,PIT,3,3,28,0,11,1,2025,10
Ben Skowronek,PIT,1,1,22,1,22,1,2025,10
Jonnu Smith,PIT,6,5,15,1,6,1,2025,10
Kaleb Johnson,PIT,0,0,0,0,0,1,2025,10
Justin Fields,NYJ,0,0,0,0,0,1,2025,10
Breece Hall,NYJ,4,2,38,0,33,1,2025,10
Isaiah Davis,NYJ,0,0,0,0,0,1,2025,10
Braelon Allen,NYJ,0,0,0,0,0,1,2025,10
Garrett Wilson,NYJ,9,7,95,1,33,1,2025,10
Tyler Johnson,NYJ,2,2,31,0,24,1,2025,10
Mason Taylor,NYJ,1,1,20,0,20,1,2025,10
Josh Reynolds,NYJ,3,2,18,0,13,1,2025,10
Jeremy Ruckert,NYJ,2,2,16,0,12,1,2025,10
